,county,picloram
797,"Franklin, Texas",0.0
798,"Franklin, Vermont",0.0
799,"Franklin, Virginia",0.0
800,"Franklin, Washington",0.0
801,"Frederick, Maryland",0.00203125
802,"Frederick, Virginia",0.0
803,"Freeborn, Minnesota",0.0
804,"Freestone, Texas",0.0
805,"Fremont, Idaho",0.0
806,"Fremont, Iowa",0.0
807,"Fremont, Wyoming",0.0
808,"Fresno, California",0.0
809,"Frio, Texas",0.0
810,"Frontier, Nebraska",0.0
811,"Fulton, Arkansas",0.0
812,"Fulton, Illinois",0.0
813,"Fulton, Indiana",0.0
814,"Fulton, Kentucky",0.0
815,"Fulton, New York",0.0
816,"Fulton, Ohio",0.0
817,"Fulton, Pennsylvania",0.0
818,"Furnas, Nebraska",0.0
819,"Gadsden, Florida",0.0
820,"Gage, Nebraska",0.0
821,"Gaines, Texas",0.0
822,"Galax, Virginia",0.0
823,"Gallatin, Illinois",0.0
824,"Gallatin, Kentucky",0.0
825,"Gallatin, Montana",0.0
826,"Galveston, Texas",0.0
827,"Garden, Nebraska",0.0
828,"Garfield, Montana",0.0
829,"Garfield, Nebraska",0.0
830,"Garfield, Oklahoma",0.0
831,"Garfield, Utah",0.0
832,"Garfield, Washington",0.07625
833,"Garland, Arkansas",0.0
834,"Garrard, Kentucky",0.0
835,"Garrett, Maryland",0.0
836,"Garvin, Oklahoma",0.0
837,"Garza, Texas",0.0
838,"Gasconade, Missouri",0.0
839,"Gaston, North Carolina",0.0
840,"Gates, North Carolina",0.0
841,"Geauga, Ohio",0.0
842,"Gem, Idaho",0.0
843,"Genesee, Michigan",0.008064516129032258
844,"Genesee, New York",0.0
845,"Geneva, Alabama",0.0
846,"Gentry, Missouri",0.0
847,"Georgetown, South Carolina",0.0
848,"Gibson, Indiana",0.0
849,"Gila, Arizona",0.0
850,"Gilchrist, Florida",0.0
851,"Giles, Tennessee",0.0
852,"Giles, Virginia",0.0
853,"Gillespie, Texas",0.0
854,"Gilliam, Oregon",0.0
855,"Gilmer, West Virginia",0.0
856,"Glacier, Montana",0.0
857,"Glades, Florida",0.0
858,"Gladwin, Michigan",0.0
859,"Glenn, California",0.0
860,"Gloucester, New Jersey",0.0
861,"Gogebic, Michigan",0.0
862,"Golden valley, Montana",0.0
863,"Golden valley, North Dakota",0.0
864,"Goliad, Texas",0.0
865,"Gonzales, Texas",0.0
866,"Goochland, Virginia",0.0
867,"Goodhue, Minnesota",0.0
868,"Gooding, Idaho",0.0
869,"Goshen, Wyoming",0.0
870,"Gosper, Nebraska",0.0
871,"Grady, Oklahoma",0.0
872,"Grafton, New Hampshire",0.0
873,"Graham county, Arizona",0.0
874,"Graham, Arizona",0.0
875,"Graham, North Carolina",0.0
876,"Grand forks, North Dakota",0.033
877,"Grand isle, Vermont",0.0
878,"Grand traverse, Michigan",0.0
879,"Grand, Utah",0.0
880,"Granite, Montana",0.025875
881,"Grant, Arkansas",0.0
882,"Grant, Indiana",0.0
883,"Grant, Kansas",0.0
884,"Grant, Kentucky",0.0
885,"Grant, Louisiana",0.0
886,"Grant, Minnesota",0.0
887,"Grant, Nebraska",0.0
888,"Grant, New Mexico",0.0
889,"Grant, North Dakota",0.0
890,"Grant, Oklahoma",0.0
891,"Grant, Oregon",0.0
892,"Grant, South Dakota",0.0
893,"Grant, Washington",0.0027586206896551726
894,"Grant, West Virginia",0.0
895,"Grant, Wisconsin",0.0
896,"Granville, North Carolina",0.0
897,"Gratiot, Michigan",0.0
898,"Graves, Kentucky",0.0
899,"Gray, Texas",0.0
900,"Grays harbor, Washington",0.0
901,"Grayson, Kentucky",0.0
902,"Grayson, Texas",0.003333333333333333
903,"Grayson, Virginia",0.0
904,"Greeley, Nebraska",0.0
905,"Green lake, Wisconsin",0.0
906,"Green, Kentucky",0.0
907,"Green, Wisconsin",0.0
908,"Greenbrier, West Virginia",0.0
909,"Greene, Alabama",0.0
910,"Greene, Arkansas",0.0
911,"Greene, Illinois",0.0
912,"Greene, Indiana",0.0
913,"Greene, Iowa",0.0
914,"Greene, Missouri",0.0
915,"Greene, New York",0.0
916,"Greene, North Carolina",0.0
917,"Greene, Ohio",0.0
918,"Greene, Pennsylvania",0.0
919,"Greene, Virginia",0.0
920,"Greenlee, Arizona",0.0
921,"Greensville, Virginia",0.0
922,"Greenup, Kentucky",0.0
923,"Greenville, South Carolina",0.0
924,"Greenwood, South Carolina",0.0
925,"Greer, Oklahoma",0.0
926,"Gregg, Texas",0.0
927,"Gregory, South Dakota",0.0
928,"Griggs, North Dakota",0.0
929,"Grimes, Texas",0.0
930,"Grundy, Illinois",0.0
931,"Grundy, Iowa",0.0
932,"Grundy, Missouri",0.0
933,"Guadalupe, New Mexico",0.0
934,"Guadalupe, Texas",0.0
935,"Guilford, North Carolina",0.0
936,"Guillford, North Carolina",0.0
937,"Gulf, Florida",0.0
938,"Guthrie, Iowa",0.0
939,"Hale, Alabama",0.0
940,"Hale, Texas",0.0
941,"Halifax, North Carolina",0.0
942,"Halifax, Virginia",0.0
943,"Hall, Nebraska",0.0
944,"Hall, Texas",0.0
945,"Hamilton, Florida",0.0
946,"Hamilton, Indiana",0.0
947,"Hamilton, Iowa",0.0
948,"Hamilton, Nebraska",0.0
949,"Hamilton, New York",0.0
950,"Hamilton, Ohio",0.0
951,"Hamilton, Tennessee",0.0
952,"Hamilton, Texas",0.0
953,"Hamlin, South Dakota",0.0
954,"Hampden, Massachusetts",0.0
955,"Hampshire, Massachusetts",0.0
956,"Hampshire, West Virginia",0.0
957,"Hampton, South Carolina",0.0
958,"Hancock, Illinois",0.0
959,"Hancock, Indiana",0.0
960,"Hancock, Iowa",0.0
961,"Hancock, Kentucky",0.0
962,"Hancock, Maine",0.0
963,"Hancock, West Virginia",0.0
964,"Hanover, Virginia",0.0
965,"Hansford, Texas",0.0
966,"Hardee, Florida",0.0
967,"Hardeman, Texas",0.0
968,"Hardin, Illinois",0.0
969,"Hardin, Iowa",0.0
970,"Hardin, Kentucky",0.0
971,"Hardin, Texas",0.0
972,"Harding, New Mexico",0.0
973,"Harding, South Dakota",0.0
974,"Hardy, West Virginia",0.0
975,"Harford county, Maryland",0.018333333333333333
976,"Harford, Maryland",0.001121951219512195
977,"Harlan, Kentucky",0.0
978,"Harlan, Nebraska",0.0
979,"Harnett, North Carolina",0.0
980,"Harney, Oregon",0.0
981,"Harris, Texas",0.00036231884057971015
982,"Harrison, Indiana",0.0
983,"Harrison, Iowa",0.0
984,"Harrison, Kentucky",0.0
985,"Harrison, Missouri",0.0
986,"Harrison, Texas",0.01625
987,"Harrison, West Virginia",0.0
988,"Harrisonburg, Virginia",0.0
989,"Hart, Kentucky",0.0
990,"Hartford, Connecticut",0.0
991,"Haskell, Texas",0.0
992,"Hawaii, Hawaii",0.0
993,"Hawkins, Tennessee",0.0
994,"Hayes, Nebraska",0.0
995,"Hays, Texas",0.0
996,"Haywood, North Carolina",0.0
997,"Hemphill, Texas",0.0
998,"Hempstead, Arkansas",0.0
999,"Henderson, Illinois",0.0
1000,"Henderson, Kentucky",0.0
1001,"Henderson, North Carolina",0.0
1002,"Henderson, Texas",0.0030434782608695656
1003,"Hendricks, Indiana",0.0
1004,"Hendry, Florida",0.0
1005,"Hennepin, Minnesota",0.0
1006,"Henrico, Virginia",0.0
1007,"Henry, Alabama",0.0
1008,"Henry, Illinois",0.0
1009,"Henry, Indiana",0.0
1010,"Henry, Iowa",0.0
1011,"Henry, Kentucky",0.0
1012,"Henry, Missouri",0.0
1013,"Henry, Ohio",0.0
1014,"Henry, Virginia",0.0
1015,"Herkimer, New York",0.0
1016,"Hernando, Florida",0.0
1017,"Hertford, North Carolina",0.0
1018,"Hickman, Kentucky",0.0
1019,"Hickory, Missouri",0.0
1020,"Hidalgo, New Mexico",0.0
1021,"Hidalgo, Texas",0.0
1022,"Highland, Ohio",0.0
1023,"Highlands, Florida",0.0
1024,"Hill, Montana",0.0
1025,"Hill, Texas",0.0
1026,"Hills, Florida",0.0
1027,"Hills, New Hampshire",0.0
1028,"Hillsborough county, Florida",0.0
1029,"Hillsborough county, New Hampshire",0.0
1030,"Hillsborough, Florida",0.0
1031,"Hillsborough, New Hampshire",0.0
1032,"Hillsdale, Michigan",0.0
1033,"Hitchcock, Nebraska",0.0
1034,"Hocking, Ohio",0.0
1035,"Hockley, Texas",0.0
1036,"Hoke, North Carolina",0.0
1037,"Holmes, Florida",0.0
1038,"Holmes, Ohio",0.0
1039,"Holt, Missouri",0.0
1040,"Holt, Nebraska",0.0
1041,"Honolulu, Hawaii",0.0
1042,"Hood river, Oregon",0.0
1043,"Hood, Texas",0.0
1044,"Hooker, Nebraska",0.0
1045,"Hopewell, Virginia",0.0
1046,"Hopkins, Kentucky",0.0
1047,"Hopkins, Texas",0.0
1048,"Horry, South Carolina",0.0
1049,"Hot spring, Arkansas",0.0
1050,"Hot springs, Wyoming",0.0
1051,"Houghton, Michigan",0.0
1052,"Houston, Alabama",0.0
1053,"Houston, Minnesota",0.0
1054,"Houston, Texas",0.0
1055,"Howard, Arkansas",0.0
1056,"Howard, Indiana",0.0
1057,"Howard, Iowa",0.0
1058,"Howard, Maryland",0.0
1059,"Howard, Missouri",0.0
1060,"Howard, Nebraska",0.0
1061,"Howard, Texas",0.0
1062,"Howell, Missouri",0.0
1063,"Hubbard, Minnesota",0.0
1064,"Hudson, New Jersey",0.0
1065,"Hughes, Oklahoma",0.0
1066,"Hughes, South Dakota",0.0
1067,"Humboldt, Iowa",0.0
1068,"Humboldt, Nevada",0.0
1069,"Hunt, Texas",0.0
1070,"Hunterdon, New Jersey",0.0
1071,"Huntingdon, Pennsylvania",0.0
1072,"Huntington, Indiana",0.0
1073,"Huron, Michigan",0.0
1074,"Huron, Ohio",0.0
1075,"Hutchinson, Texas",0.0
1076,"Hyde, North Carolina",0.0
1077,"Iberia parish, Louisiana",0.0
1078,"Iberia, Louisiana",0.0
1079,"Iberville, Louisiana",0.0
1080,"Ida, Iowa",0.0
1081,"Idaho, Idaho",0.0
1082,"Imperial, California",0.0
1083,"Independence, Arkansas",0.0
1084,"Indian river, Florida",0.0
1085,"Indiana, Pennsylvania",0.0
1086,"Ingham, Michigan",0.0
1087,"Inyo, California",0.0
1088,"Ionia, Michigan",0.11290322580645161
1089,"Iosco, Michigan",0.0
1090,"Iowa, Iowa",0.0
1091,"Iowa, Wisconsin",0.0
1092,"Iredell, North Carolina",0.027354709418837678
1093,"Iron, Michigan",0.0
1094,"Iron, Missouri",0.0
1095,"Iron, Utah",0.0
1096,"Iron, Wisconsin",0.0
1097,"Iroquois, Illinois",0.0
1098,"Isabella, Michigan",0.0
1099,"Isanti, Minnesota",0.0
1100,"Island, Washington",0.0
1101,"Itasca, Minnesota",0.0
1102,"Izard, Arkansas",0.0
1103,"Jack, Texas",0.0
1104,"Jackson county, Florida",0.0
1105,"Jackson, Alabama",0.0
1106,"Jackson, Arkansas",0.0
1107,"Jackson, Florida",0.0
1108,"Jackson, Illinois",0.0
1109,"Jackson, Indiana",0.0
1110,"Jackson, Iowa",0.0
1111,"Jackson, Kentucky",0.0
1112,"Jackson, Louisiana",0.0
1113,"Jackson, Michigan",0.0
1114,"Jackson, Minnesota",0.0
1115,"Jackson, Missouri",0.0
1116,"Jackson, North Carolina",5.154639175257732e-05
1117,"Jackson, Oklahoma",0.0
1118,"Jackson, Oregon",0.0
1119,"Jackson, Texas",0.0
1120,"Jackson, West Virginia",0.0
1121,"Jackson, Wisconsin",0.0
1122,"James city, Virginia",0.0
1123,"Jasper county, Missouri",0.0
1124,"Jasper, Illinois",0.0
1125,"Jasper, Indiana",0.0
1126,"Jasper, Iowa",0.0
1127,"Jasper, Missouri",0.0
1128,"Jasper, South Carolina",0.0
1129,"Jasper, Texas",0.0
1130,"Jay, Indiana",0.0
1131,"Jefferson county, Florida",0.0
1132,"Jefferson county, Pennsylvania",0.0
1133,"Jefferson davis, Louisiana",0.0
1134,"Jefferson, Alabama",0.0
1135,"Jefferson, Arkansas",0.0
1136,"Jefferson, Florida",0.0
1137,"Jefferson, Idaho",0.0
1138,"Jefferson, Indiana",0.0
1139,"Jefferson, Iowa",0.0
1140,"Jefferson, Kentucky",0.0
1141,"Jefferson, Louisiana",0.0
1142,"Jefferson, Missouri",0.0
1143,"Jefferson, Montana",0.03162790697674419
1144,"Jefferson, Nebraska",0.0
1145,"Jefferson, New York",0.0
1146,"Jefferson, Oklahoma",0.0
1147,"Jefferson, Oregon",0.0
1148,"Jefferson, Pennsylvania",0.0
1149,"Jefferson, Texas",0.0
1150,"Jefferson, Washington",0.0005769230769230769
1151,"Jefferson, West Virginia",0.0
1152,"Jefferson, Wisconsin",0.0
1153,"Jennings, Indiana",0.0
1154,"Jerauld, South Dakota",0.0
1155,"Jerome, Idaho",0.0
1156,"Jersey, Illinois",0.0
1157,"Jessamine, Kentucky",0.0
1158,"Jim hogg, Texas",0.0
1159,"Jim wells, Texas",0.0
1160,"Jo daviess, Illinois",0.0
1161,"Johnson, Arkansas",0.0
1162,"Johnson, Illinois",0.0
1163,"Johnson, Indiana",0.0
1164,"Johnson, Iowa",0.0
1165,"Johnson, Kansas",0.0
1166,"Johnson, Kentucky",0.0
1167,"Johnson, Missouri",0.0
1168,"Johnson, Nebraska",0.0
1169,"Johnson, Texas",0.0
1170,"Johnson, Wyoming",0.0
1171,"Johnston, North Carolina",0.0
1172,"Johnston, Oklahoma",0.0
1173,"Jones, Iowa",0.0
1174,"Jones, North Carolina",0.0
1175,"Jones, Texas",0.0
1176,"Josephine, Oregon",0.0
1177,"Juab, Utah",0.0
1178,"Judith basin, Montana",0.0
1179,"Juneau city and, Alaska",0.0
1180,"Juneau, Wisconsin",0.0
1181,"Juniata, Pennsylvania",0.0
1182,"Kalamazoo, Michigan",0.0
1183,"Kalkaska, Michigan",0.0
1184,"Kanabec, Minnesota",0.0
1185,"Kanawha, West Virginia",0.0
1186,"Kandiyohi, Minnesota",0.0
1187,"Kane, Illinois",0.19011406844106463
1188,"Kane, Utah",0.0
1189,"Kankakee, Illinois",0.0
1190,"Karnes, Texas",0.0
1191,"Kauai, Hawaii",0.0
1192,"Kaufman, Texas",0.0
1193,"Kay, Oklahoma",0.0
1194,"Kearney, Nebraska",0.0
1195,"Keith, Nebraska",0.0
1196,"Kendall, Illinois",0.0
1197,"Kendall, Texas",0.0
1198,"Kennebec, Maine",0.0
1199,"Kenosha, Wisconsin",0.0
1200,"Kent, Maryland",0.013125
1201,"Kent, Michigan",0.0
1202,"Kent, Rhode Island",0.0
1203,"Kent, Texas",0.0
1204,"Kenton, Kentucky",0.0
1205,"Keokuk, Iowa",0.0
1206,"Kern, California",0.0
1207,"Kerr, Texas",0.0
1208,"Kershaw, South Carolina",0.0
1209,"Ketchikan gateway, Alaska",0.0
1210,"Kewaunee, Wisconsin",0.0
1211,"Keweenaw, Michigan",0.0
1212,"Keya paha, Nebraska",0.0
1213,"Kidder, North Dakota",0.0
1214,"Kimball, Nebraska",0.0
1215,"Kimble, Texas",0.0
1216,"King george, Virginia",0.0
1217,"King william, Virginia",0.0
1218,"King, Texas",0.0
1219,"King, Washington",0.0
1220,"Kingfisher, Oklahoma",0.0
1221,"Kings, California",0.0
1222,"Kingsbury, South Dakota",0.0
1223,"Kitsap, Washington",0.0
1224,"Kittitas, Washington",0.0
1225,"Kittson, Minnesota",0.0
1226,"Klamath, Oregon",0.0
1227,"Kleberg, Texas",0.0
1228,"Klickitat, Washington",0.0
1229,"Knott, Kentucky",0.0
1230,"Knox, Illinois",0.0
1231,"Knox, Indiana",0.0
1232,"Knox, Kentucky",0.0
1233,"Knox, Maine",0.0
1234,"Knox, Nebraska",0.0
1235,"Knox, Ohio",0.0
1236,"Knox, Tennessee",0.0
1237,"Knox, Texas",0.0
1238,"Koochiching county, Minnesota",0.0
1239,"Koochiching, Minnesota",0.0
1240,"Kootenai, Idaho",0.0
1241,"Kosciusko, Indiana",0.1092436974789916
1242,"Kossuth, Iowa",0.0
1243,"La crosse, Wisconsin",0.0
1244,"La grange, Indiana",0.0
1245,"La paz, Arizona",0.0
1246,"La plata, Colorado",0.0
1247,"La porte, Indiana",0.0
1248,"La salle, Illinois",0.0
1249,"La salle, Louisiana",0.0
1250,"La salle, Texas",0.0
1251,"Lac qui parle, Minnesota",0.0
1252,"Lackawanna, Pennsylvania",0.0
1253,"Laclede, Missouri",0.0
1254,"Lafayette parish, Louisiana",0.0
1255,"Lafayette, Arkansas",0.0
1256,"Lafayette, Florida",0.0
1257,"Lafayette, Louisiana",0.0
1258,"Lafayette, Missouri",0.0
1259,"Lafayette, Wisconsin",0.0
1260,"Lafourche, Louisiana",0.0
1261,"Lagrange, Indiana",0.0
1262,"Lake, California",0.0
1263,"Lake, Florida",0.00019960079840319363
1264,"Lake, Illinois",0.0
1265,"Lake, Indiana",0.0
1266,"Lake, Michigan",0.0
1267,"Lake, Minnesota",0.0
1268,"Lake, Montana",0.0
1269,"Lake, Oregon",0.0
1270,"Lake, South Dakota",0.0
1271,"Lamar, Alabama",0.0
1272,"Lamar, Texas",0.0
1273,"Lamb, Texas",0.0
1274,"Lamoille, Vermont",0.0
1275,"Lamoure, North Dakota",0.0
1276,"Lampasas, Texas",0.0
1277,"Lancaster county, Pennsylvania",0.0
1278,"Lancaster, Nebraska",0.0
1279,"Lancaster, Pennsylvania",0.0
1280,"Lancaster, South Carolina",0.0
1281,"Lancaster, Virginia",0.0
1282,"Lander, Nevada",0.0
1283,"Lane, Oregon",0.0
1284,"Langlade, Wisconsin",0.0
1285,"Lapeer, Michigan",0.0
1286,"Laporte, Indiana",0.0
1287,"Laramie, Wyoming",0.04528571428571428
1288,"Larue, Kentucky",0.0
1289,"Lasalle, Illinois",0.0
1290,"Latah, Idaho",0.0
1291,"Lauderdale, Alabama",0.0
1292,"Laurel, Kentucky",0.0
1293,"Laurens, South Carolina",0.0
1294,"Lavaca, Texas",0.0
1295,"Lawrence county, Arkansas",0.0
1296,"Lawrence, Alabama",0.0
1297,"Lawrence, Arkansas",0.0
1298,"Lawrence, Illinois",0.0
1299,"Lawrence, Indiana",0.0
1300,"Lawrence, Kentucky",0.0
1301,"Lawrence, Missouri",0.0
1302,"Lawrence, Ohio",0.0
1303,"Lawrence, Pennsylvania",0.0
1304,"Lawrence, South Dakota",0.0
1305,"Le sueur, Minnesota",0.0
1306,"Lea, New Mexico",0.041249999999999995
1307,"Lebanon county, Pennsylvania",0.0
1308,"Lebanon, Pennsylvania",0.0
1309,"Lee county, South Carolina",0.0
1310,"Lee, Alabama",0.0
1311,"Lee, Arkansas",0.0
1312,"Lee, Florida",0.0
1313,"Lee, Illinois",0.0
1314,"Lee, Iowa",0.0
1315,"Lee, Kentucky",0.0
1316,"Lee, North Carolina",0.0
1317,"Lee, South Carolina",0.0
1318,"Lee, Texas",0.0
1319,"Leelanau, Michigan",0.0
1320,"Lehigh county, Pennsylvania",0.0
1321,"Lehigh, Pennsylvania",0.0
1322,"Lemhi, Idaho",0.0
1323,"Lenawee, Michigan",0.0
1324,"Lenoir, North Carolina",0.0
1325,"Leon, Florida",0.0
1326,"Leon, Texas",0.0
1327,"Leslie, Kentucky",0.0
1328,"Letcher, Kentucky",0.0
1329,"Levy county, Florida",0.0
1330,"Levy, Florida",0.0
1331,"Lewis and clark, Montana",0.5676158192090396
1332,"Lewis county, Washington",0.0
1333,"Lewis, Idaho",0.0
1334,"Lewis, Kentucky",0.0
1335,"Lewis, Missouri",0.0
1336,"Lewis, New York",0.0
1337,"Lewis, Washington",0.0
1338,"Lewis, West Virginia",0.0
1339,"Lexington county, South Carolina",0.0
1340,"Lexington, South Carolina",0.0
1341,"Liberty, Florida",0.0
1342,"Liberty, Montana",0.0
1343,"Liberty, Texas",0.0
1344,"Licking, Ohio",0.0
1345,"Limestone, Alabama",0.0
1346,"Limestone, Texas",0.0
1347,"Lincoln parish, Louisiana",0.0
1348,"Lincoln, Arkansas",0.0
1349,"Lincoln, Idaho",0.0
1350,"Lincoln, Kentucky",0.0
1351,"Lincoln, Louisiana",0.0
1352,"Lincoln, Maine",0.0
1353,"Lincoln, Minnesota",0.0
1354,"Lincoln, Missouri",0.0
1355,"Lincoln, Montana",0.0
1356,"Lincoln, Nebraska",0.0
1357,"Lincoln, Nevada",0.0
1358,"Lincoln, New Mexico",0.0
1359,"Lincoln, North Carolina",0.0
1360,"Lincoln, Oklahoma",0.0
1361,"Lincoln, Oregon",0.0
1362,"Lincoln, Washington",0.0
1363,"Lincoln, West Virginia",0.0
1364,"Lincoln, Wisconsin",0.0
1365,"Lincoln, Wyoming",0.0
1366,"Linn county, Oregon",0.0
1367,"Linn, Iowa",0.0
1368,"Linn, Missouri",0.0
1369,"Linn, Oregon",0.0
1370,"Litchfield, Connecticut",0.0
1371,"Little river, Arkansas",0.0
1372,"Live oak, Texas",0.0
1373,"Livingston county, New York",0.0
1374,"Livingston parish, Louisiana",0.0
1375,"Livingston, Illinois",0.0
1376,"Livingston, Kentucky",0.0
1377,"Livingston, Louisiana",0.0
1378,"Livingston, Michigan",0.0
1379,"Livingston, Missouri",0.0
1380,"Livingston, New York",0.0
1381,"Llano, Texas",0.004166666666666667
1382,"Logan, Arkansas",0.0
1383,"Logan, Illinois",0.0
1384,"Logan, Nebraska",0.0
1385,"Logan, North Dakota",0.0
1386,"Logan, Ohio",0.0
1387,"Logan, Oklahoma",0.0
1388,"Logan, West Virginia",0.0
1389,"Lonoke, Arkansas",0.0
1390,"Los alamos, New Mexico",0.0
1391,"Los angeles, California",0.0
1392,"Loudoun, Virginia",0.0
1393,"Louisa, Iowa",0.0
1394,"Louisa, Virginia",0.0
1395,"Loup, Nebraska",0.0
1396,"Love, Oklahoma",0.0
1397,"Lowndes, Alabama",0.0
1398,"Lubbock, Texas",0.021052631578947368
1399,"Lucas, Iowa",0.0
1400,"Lucas, Ohio",0.0
1401,"Luce, Michigan",0.0
1402,"Luna, New Mexico",0.0
1403,"Lunenburg, Virginia",0.0
1404,"Luzerne county, Pennsylvania",0.0
1405,"Luzerne, Pennsylvania",0.0
1406,"Lycoming county, Pennsylvania",0.0
1407,"Lycoming, Pennsylvania",0.0
1408,"Lyman, South Dakota",0.0
1409,"Lynchburg, Virginia",0.0
1410,"Lynn, Texas",0.0
1411,"Lyon, Iowa",0.0
1412,"Lyon, Kentucky",0.0
1413,"Lyon, Minnesota",0.0
1414,"Lyon, Nevada",0.0
1415,"Mackinac, Michigan",0.0
1416,"Macomb, Michigan",0.0
1417,"Macon, Alabama",0.0
1418,"Macon, Illinois",0.0
1419,"Macon, Missouri",0.0
1420,"Macon, North Carolina",0.0
1421,"Macoupin, Illinois",0.0
1422,"Madera, California",0.0
1423,"Madison, Alabama",0.0
1424,"Madison, Florida",0.0
1425,"Madison, Idaho",0.0
1426,"Madison, Illinois",0.0
1427,"Madison, Indiana",0.0
1428,"Madison, Iowa",0.0
1429,"Madison, Kentucky",0.0
1430,"Madison, Louisiana",0.0
1431,"Madison, Missouri",0.0
1432,"Madison, Montana",0.0
1433,"Madison, Nebraska",0.0
1434,"Madison, New York",0.0
1435,"Madison, North Carolina",0.0
1436,"Madison, Ohio",0.0
1437,"Madison, Texas",0.0
1438,"Madison, Virginia",0.0
1439,"Magoffin, Kentucky",0.0
1440,"Mahaska, Iowa",0.0
1441,"Mahnomen, Minnesota",0.0
1442,"Major, Oklahoma",0.0
1443,"Malheur, Oregon",0.0
1444,"Manassas, Virginia",0.0
1445,"Manatee county, Florida",0.0
1446,"Manatee, Florida",0.0
1447,"Manistee, Michigan",0.0
1448,"Manitowoc, Wisconsin",0.0
1449,"Marathon, Wisconsin",0.064
1450,"Marengo, Alabama",0.0
1451,"Maricopa, Arizona",0.0
1452,"Maries county, Missouri",0.0
1453,"Maries, Missouri",0.0
1454,"Marin, California",0.0
1455,"Marinette, Wisconsin",0.0
1456,"Marion county, Missouri",0.0
1457,"Marion, Alabama",0.0
1458,"Marion, Arkansas",0.0
1459,"Marion, Florida",0.00041666666666666664
1460,"Marion, Illinois",0.0
1461,"Marion, Indiana",0.0
1462,"Marion, Iowa",0.0
1463,"Marion, Kentucky",0.0
1464,"Marion, Missouri",0.0
1465,"Marion, Ohio",0.0
1466,"Marion, Oregon",0.0
1467,"Marion, South Carolina",0.0
1468,"Marion, Texas",0.0
1469,"Marion, West Virginia",0.0
1470,"Mariposa, California",0.0
1471,"Marlboro, South Carolina",0.0
1472,"Marquette, Michigan",0.0
1473,"Marquette, Wisconsin",0.0
1474,"Marshall, Alabama",0.0
1475,"Marshall, Illinois",0.0
1476,"Marshall, Indiana",0.0030303030303030303
1477,"Marshall, Iowa",0.0
1478,"Marshall, Kentucky",0.0
1479,"Marshall, Minnesota",0.0
1480,"Marshall, West Virginia",0.0
1481,"Martin county, Florida",0.0
1482,"Martin, Florida",0.0
1483,"Martin, Indiana",0.0
1484,"Martin, Kentucky",0.0
1485,"Martin, Minnesota",0.0
1486,"Martin, North Carolina",0.0
1487,"Martin, Texas",0.0
1488,"Martinsville, Virginia",0.0
1489,"Mason, Illinois",0.0
1490,"Mason, Kentucky",0.0
1491,"Mason, Michigan",0.0
1492,"Mason, Texas",0.0
1493,"Mason, Washington",0.0
1494,"Mason, West Virginia",0.0
1495,"Massac, Illinois",0.0
1496,"Matagorda, Texas",0.0
1497,"Maui, Hawaii",0.0
1498,"Maverick, Texas",0.0
1499,"Mayes, Oklahoma",0.0
1500,"Mcclain, Oklahoma",0.0
1501,"Mccone, Montana",0.0
1502,"Mccook, South Dakota",0.0
1503,"Mccormick, South Carolina",0.0
1504,"Mccracken, Kentucky",0.0
1505,"Mccreary, Kentucky",0.0
1506,"Mcculloch, Texas",0.0
1507,"Mcdonald, Missouri",0.0
1508,"Mcdonough, Illinois",0.0
1509,"Mcdowell, North Carolina",0.0
1510,"Mcdowell, West Virginia",0.0
1511,"Mchenry, Illinois",0.0
1512,"Mchenry, North Dakota",0.0
1513,"Mcintosh, North Dakota",0.0
1514,"Mcintosh, Oklahoma",0.0
1515,"Mckean county, Pennsylvania",0.0
1516,"Mckean, Pennsylvania",0.0
1517,"Mckenzie, North Dakota",0.0
1518,"Mckinley, New Mexico",0.0
1519,"Mclean, Illinois",0.0
1520,"Mclean, Kentucky",0.0
1521,"Mclean, North Dakota",0.0
1522,"Mclennan, Texas",0.0
1523,"Mcleod, Minnesota",0.0
1524,"Mcpherson, Nebraska",0.0
1525,"Meade, Kentucky",0.0
1526,"Meade, South Dakota",0.0
1527,"Meagher, Montana",0.0
1528,"Mecklenburg, North Carolina",0.00045454545454545455
1529,"Mecklenburg, Virginia",0.0
1530,"Mecosta, Michigan",0.0
1531,"Medina, Ohio",0.0
1532,"Medina, Texas",0.0
1533,"Meeker, Minnesota",0.0
1534,"Meigs, Ohio",0.0
1535,"Menard, Illinois",0.0
1536,"Menard, Texas",0.0
1537,"Mendocino, California",0.0
1538,"Menifee, Kentucky",0.0
1539,"Menominee, Michigan",0.0
1540,"Merced, California",0.0
1541,"Mercer county, Pennsylvania",0.0
1542,"Mercer, Illinois",0.0
1543,"Mercer, Kentucky",0.0
1544,"Mercer, Missouri",0.0
1545,"Mercer, New Jersey",0.0
1546,"Mercer, North Dakota",0.0
1547,"Mercer, Pennsylvania",0.0
1548,"Mercer, West Virginia",0.0
1549,"Merrick, Nebraska",0.0
1550,"Merrimack, New Hampshire",0.0
1551,"Miami, Indiana",0.0
1552,"Miami, Ohio",0.0
1553,"Miami-dade, Florida",0.0
1554,"Middlesex, Connecticut",0.0
1555,"Middlesex, Massachusetts",0.0
1556,"Middlesex, New Jersey",0.0
1557,"Midland, Michigan",0.0
1558,"Midland, Texas",0.0
1559,"Mifflin county, Pennsylvania",0.0
1560,"Mifflin, Pennsylvania",0.0
1561,"Milam, Texas",0.0
