,county,pH
1346,"Orleans, Vermont",6.852222222222222
1347,"Osage, Kansas",7.593617021276596
1348,"Osage, Missouri",7.4525
1349,"Osborne, Kansas",7.381250000000001
1350,"Osceola, Florida",7.834790697674416
1351,"Oswego, New York",7.634
1352,"Otero, New Mexico",7.289999999999999
1353,"Ottawa, Kansas",7.199999999999999
1354,"Ottawa, Michigan",7.8566666666666665
1355,"Ottawa, Ohio",9.492727272727276
1356,"Otter tail, Minnesota",7.266461538461536
1357,"Ouachita, Louisiana",8.532741935483871
1358,"Outagamie, Wisconsin",7.794545454545458
1359,"Overton, Tennessee",7.3875
1360,"Owen, Kentucky",7.345
1361,"Owsley, Kentucky",7.051666666666667
1362,"Oxford, Maine",7.171657458563535
1363,"Ozark, Missouri",7.511351351351352
1364,"Ozaukee, Wisconsin",7.444475138121541
1365,"Pacific, Washington",7.677499999999999
1366,"Page, Iowa",7.4
1367,"Page, Virginia",3.2787439613526557
1368,"Palm beach, Florida",8.09945945945946
1369,"Palo pinto, Texas",7.863773584905661
1370,"Pamlico, North Carolina",7.496666666666666
1371,"Panola, Texas",8.271333333333333
1372,"Park, Montana",7.471666666666668
1373,"Parker, Texas",7.8405418719211735
1374,"Parmer, Texas",7.639047619047621
1375,"Pasco county, Florida",7.86
1376,"Pasco, Florida",7.524748603351961
1377,"Pasquotank, North Carolina",6.584444444444445
1378,"Passaic, New Jersey",7.81440646821021
1379,"Patrick, Virginia",3.74972972972973
1380,"Pawnee, Kansas",7.347058823529412
1381,"Payette, Idaho",6.965
1382,"Pecos, Texas",7.155555555555556
1383,"Pembina, North Dakota",6.8
1384,"Pemiscot, Missouri",7.5053846153846155
1385,"Pender, North Carolina",7.4752808988764015
1386,"Pendleton, Kentucky",7.471666666666667
1387,"Pennington, Minnesota",8.864117647058823
1388,"Penobscot, Maine",7.634717741935484
1389,"Peoria, Illinois",7.547083333333334
1390,"Pepin, Wisconsin",7.265454545454546
1391,"Perquimans, North Carolina",7.627832167832167
1392,"Perry, Alabama",8.090000000000002
1393,"Perry, Illinois",8.6025
1394,"Perry, Kentucky",7.245
1395,"Perry, Missouri",7.51135593220339
1396,"Perry, Pennsylvania",7.798928571428571
1397,"Perry, Tennessee",7.052380952380953
1398,"Pershing, Nevada",8.01625
1399,"Person, North Carolina",7.0775862068965525
1400,"Pettis, Missouri",7.529382716049384
1401,"Phelps, Missouri",7.57925925925926
1402,"Philadelphia, Pennsylvania",7.2565896739130356
1403,"Phillips, Kansas",7.420000000000002
1404,"Phillips, Montana",6.858000000000001
1405,"Piatt, Illinois",7.609767441860464
1406,"Pickens, Alabama",7.637500000000001
1407,"Pickens, South Carolina",6.0
1408,"Pickett, Tennessee",7.4
1409,"Pierce, North Dakota",7.33
1410,"Pierce, Washington",6.91625
1411,"Pierce, Wisconsin",7.322307692307692
1412,"Pike, Alabama",8.261212121212122
1413,"Pike, Illinois",7.2683333333333335
1414,"Pike, Kentucky",7.5562499999999995
1415,"Pike, Missouri",7.600625
1416,"Pima, Arizona",7.375714285714286
1417,"Pinal, Arizona",7.8
1418,"Pine, Minnesota",7.177543859649121
1419,"Pinellas, Florida",7.7345
1420,"Pipestone, Minnesota",7.250799999999999
1421,"Piscataquis, Maine",7.230769230769229
1422,"Pitt, North Carolina",7.708413361169087
1423,"Pittsburg, Oklahoma",7.525
1424,"Pittsylvania, Virginia",3.640673076923078
1425,"Placer, California",7.4028244274809145
1426,"Plaquemines, Louisiana",7.3925
1427,"Platte, Missouri",8.683333333333335
1428,"Plumas, California",7.326190476190474
1429,"Plymouth, Iowa",7.7
1430,"Pocahontas, West Virginia",7.055
1431,"Pointe coupee parish, Louisiana",8.798333333333334
1432,"Pointe coupee, Louisiana",8.345238095238095
1433,"Polk, Florida",7.63684347826087
1434,"Polk, Iowa",7.920833333333334
1435,"Polk, Minnesota",7.330232558139533
1436,"Polk, Missouri",7.578771929824564
1437,"Polk, North Carolina",6.656276595744684
1438,"Polk, Tennessee",7.216666666666668
1439,"Polk, Texas",7.514545454545458
1440,"Polk, Wisconsin",7.560370370370371
1441,"Pondera, Montana",8.95
1442,"Pontotoc, Oklahoma",7.035652173913043
1443,"Pope, Illinois",7.7
1444,"Portage county, Wisconsin",7.5
1445,"Portage, Ohio",7.5
1446,"Portage, Wisconsin",7.625
1447,"Porter, Indiana",7.51111111111111
1448,"Pottawatomie, Kansas",7.353703703703705
1449,"Pottawatomie, Oklahoma",7.260000000000001
1450,"Pottawattamie, Iowa",7.245
1451,"Potter, Texas",7.8080487804878045
1452,"Powell, Kentucky",7.196666666666666
1453,"Powell, Montana",7.449999999999999
1454,"Powhatan, Virginia",4.630967741935483
1455,"Prairie, Montana",9.02
1456,"Pratt, Kansas",7.4023809523809545
1457,"Presidio, Texas",7.761538461538461
1458,"Price, Wisconsin",7.713333333333334
1459,"Prince edward, Virginia",4.8549999999999995
1460,"Prince george, Virginia",4.572249999999998
1461,"Prince william, Virginia",3.9215999999999966
1462,"Providence, Rhode Island",7.094999999999999
1463,"Pulaski, Illinois",7.7
1464,"Pulaski, Kentucky",6.915789473684211
1465,"Pulaski, Missouri",7.564020618556701
1466,"Pulaski, Virginia",3.166384615384615
1467,"Putnam, Florida",7.656896551724138
1468,"Putnam, Illinois",7.44923076923077
1469,"Putnam, Missouri",7.6000000000000005
1470,"Putnam, New York",7.447809523809528
1471,"Putnam, Tennessee",7.841538461538462
1472,"Racine, Wisconsin",7.684139784946237
1473,"Radford, Virginia",1.9914925373134338
1474,"Rains, Texas",7.871666666666667
1475,"Ramsey, Minnesota",8.660374531835208
1476,"Ramsey, North Dakota",7.383333333333333
1477,"Randall, Texas",7.831594202898549
1478,"Randolph, Alabama",6.316666666666666
1479,"Randolph, Illinois",7.553898305084744
1480,"Randolph, Indiana",7.04
1481,"Randolph, Missouri",7.740833333333334
1482,"Randolph, North Carolina",7.088356164383561
1483,"Ransom, North Dakota",8.655000000000001
1484,"Rapides, Louisiana",7.665544554455449
1485,"Rappahannock, Virginia",4.695588235294117
1486,"Ravalli, Montana",7.039745222929933
1487,"Rawlins, Kansas",7.509090909090909
1488,"Ray, Missouri",8.006666666666666
1489,"Reagan, Texas",7.646666666666666
1490,"Real, Texas",7.7709375000000005
1491,"Red river, Louisiana",7.456086956521738
1492,"Red river, Texas",8.305384615384614
1493,"Redwood, Minnesota",7.222829457364339
1494,"Reeves, Texas",7.3133333333333335
1495,"Refugio, Texas",8.03153846153846
1496,"Reno, Kansas",7.562251655629141
1497,"Rensselaer, New York",7.454081632653061
1498,"Renville, Minnesota",7.608104575163404
1499,"Renville, North Dakota",7.571666666666666
1500,"Republic, Kansas",7.520833333333332
1501,"Reynolds, Missouri",7.297777777777777
1502,"Rhea, Tennessee",7.17086956521739
1503,"Rice, Kansas",7.3199999999999985
1504,"Rice, Minnesota",7.2558870967742
1505,"Richland, Illinois",8.2
1506,"Richland, Louisiana",7.597857142857142
1507,"Richland, Montana",7.457714285714285
1508,"Richland, North Dakota",7.659999999999999
1509,"Richland, Ohio",7.35
1510,"Richland, South Carolina",7.507123505976094
1511,"Richland, Wisconsin",7.29
1512,"Richmond, North Carolina",6.614090909090908
1513,"Richmond, Virginia",3.603764705882353
1514,"Riley, Kansas",7.273333333333334
1515,"Rio arriba, New Mexico",7.308888888888887
1516,"Ripley, Missouri",7.471052631578947
1517,"Riverside, California",7.667672076105239
1518,"Roane, Tennessee",7.39268292682927
1519,"Roane, West Virginia",8.74
1520,"Roanoke, Virginia",4.65598870056497
1521,"Roberts, Texas",7.786666666666666
1522,"Robertson, Tennessee",7.168076923076924
1523,"Robertson, Texas",7.899999999999999
1524,"Robeson, North Carolina",6.926567164179104
1525,"Rock island, Illinois",7.509230769230769
1526,"Rock, Minnesota",7.228555555555566
1527,"Rock, Wisconsin",7.4464130434782625
1528,"Rockbridge, Virginia",3.4436000000000004
1529,"Rockcastle, Kentucky",7.03
1530,"Rockingham, North Carolina",7.153888888888885
1531,"Rockingham, Virginia",3.961226765799253
1532,"Rockland, New York",7.67
1533,"Rolette, North Dakota",7.33
1534,"Rooks, Kansas",7.516666666666667
1535,"Roosevelt, Montana",8.1325
1536,"Roosevelt, New Mexico",8.04888888888889
1537,"Roseau, Minnesota",8.51242424242424
1538,"Rosebud, Montana",8.2
1539,"Rowan county, North Carolina",7.430000000000001
1540,"Rowan, Kentucky",7.454166666666666
1541,"Rowan, North Carolina",6.985065789473684
1542,"Runnels, Texas",7.283333333333332
1543,"Rush, Kansas",7.568571428571429
1544,"Rusk, Texas",8.326428571428567
1545,"Rusk, Wisconsin",7.174117647058823
1546,"Russell, Alabama",7.629032258064517
1547,"Russell, Kansas",7.331818181818184
1548,"Russell, Kentucky",7.394
1549,"Russell, Virginia",3.619833333333334
1550,"Rutherford, North Carolina",6.740617283950617
1551,"Rutherford, Tennessee",7.2192857142857125
1552,"Rutland, Vermont",7.245192307692306
1553,"Sabine, Louisiana",8.054871794871797
1554,"Sabine, Texas",8.039130434782608
1555,"Sacramento county, California",8.01818181818182
1556,"Sacramento, California",7.862995475113138
1557,"Sagadahoc, Maine",6.939999999999998
1558,"Saint bernard, Louisiana",7.62
1559,"Saint charles, Missouri",7.732962962962962
1560,"Saint francois, Missouri",7.454799999999999
1561,"Saint james, Louisiana",7.535
1562,"Saint landry, Louisiana",6.615
1563,"Saint lawrence, New York",7.6850000000000005
1564,"Saint louis, Minnesota",7.276082474226804
1565,"Saint louis, Missouri",7.65076923076923
1566,"Saint tammany, Louisiana",8.618571428571428
1567,"Salem, New Jersey",6.790297872340422
1568,"Salem, Virginia",4.9781249999999995
1569,"Saline, Illinois",7.9624999999999995
1570,"Saline, Kansas",7.271428571428572
1571,"Saline, Missouri",8.435
1572,"Salt lake, Utah",7.529999999999999
1573,"Sampson, North Carolina",7.353684210526318
1574,"San augustine, Texas",8.148000000000001
1575,"San benito, California",7.755910543130976
1576,"San bernardino county, California",7.7
1577,"San bernardino, California",7.801709551656897
1578,"San diego county, California",8.2
1579,"San diego, California",7.916137071651099
1580,"San francisco, California",8.041999999999994
1581,"San jacinto, Texas",7.512087912087908
1582,"San joaquin, California",7.566797445255482
1583,"San juan, New Mexico",7.943793103448275
1584,"San juan, Utah",7.677142857142859
1585,"San juan, Washington",7.9399999999999995
1586,"San luis obispo, California",7.5402208835341415
1587,"San mateo, California",7.851607142857141
1588,"San miguel, New Mexico",7.914193548387097
1589,"San patricio, Texas",7.916666666666667
1590,"San saba, Texas",7.333333333333333
1591,"Sandoval, New Mexico",7.743846153846154
1592,"Sandusky, Ohio",7.485
1593,"Sangamon, Illinois",8.103125
1594,"Sanpete, Utah",7.5
1595,"Santa barbara, California",7.719082031249997
1596,"Santa clara, California",7.67892750744786
1597,"Santa cruz, California",7.786284722222208
1598,"Santa fe, New Mexico",7.4482926829268274
1599,"Santa rosa county, Florida",7.388461538461538
1600,"Santa rosa, Florida",7.4179487179487165
1601,"Sarasota, Florida",7.626818181818183
1602,"Saratoga, New York",7.279924242424251
1603,"Sargent, North Dakota",7.728
1604,"Sauk, Wisconsin",7.4384693877551
1605,"Sawyer, Wisconsin",7.266666666666665
1606,"Schenectady, New York",7.375
1607,"Schleicher, Texas",7.4662500000000005
1608,"Schoharie, New York",7.351666666666666
1609,"Schoolcraft, Michigan",7.8
1610,"Schuyler, Illinois",7.84
1611,"Scotland, Missouri",7.6816666666666675
1612,"Scotland, North Carolina",7.29
1613,"Scott, Illinois",8.36
1614,"Scott, Indiana",6.9
1615,"Scott, Iowa",7.38
1616,"Scott, Kansas",7.366666666666666
1617,"Scott, Kentucky",7.685
1618,"Scott, Minnesota",7.463333333333332
1619,"Scott, Missouri",7.307777777777776
1620,"Scott, Tennessee",7.384374999999999
1621,"Scott, Virginia",2.7809547738693454
1622,"Scurry, Texas",7.638235294117647
1623,"Sedgwick, Kansas",7.247058823529414
1624,"Seminole county, Florida",8.015
1625,"Seminole, Florida",7.732274509803923
1626,"Seminole, Oklahoma",7.433333333333333
1627,"Seneca, Ohio",7.4
1628,"Sevier, Tennessee",7.379999999999999
1629,"Sevier, Utah",7.4
1630,"Seward, Kansas",7.608333333333331
1631,"Shackelford, Texas",7.696666666666665
1632,"Shannon, Missouri",7.631428571428573
1633,"Shasta, California",7.637844827586207
1634,"Shawano, Wisconsin",7.6411428571428575
1635,"Shawnee, Kansas",7.700000000000003
1636,"Sheboygan, Wisconsin",7.507481481481483
1637,"Shelby, Alabama",7.533392857142857
1638,"Shelby, Illinois",7.324000000000001
1639,"Shelby, Kentucky",7.400909090909092
1640,"Shelby, Missouri",7.416666666666667
1641,"Shelby, Ohio",6.926
1642,"Shelby, Tennessee",7.43557142857143
1643,"Shelby, Texas",8.249423076923076
1644,"Shenandoah, Virginia",3.2464688427299673
1645,"Sheridan, Kansas",7.716666666666668
1646,"Sheridan, Montana",6.816666666666667
1647,"Sheridan, North Dakota",8.5
1648,"Sherman, Kansas",7.909523809523811
1649,"Sherman, Texas",7.8225
1650,"Sibley, Minnesota",7.026078431372548
1651,"Sierra, California",7.919
1652,"Silverbow, Montana",6.865
1653,"Simpson, Kentucky",7.54
1654,"Sioux, Iowa",7.6
1655,"Sioux, North Dakota",8.25
1656,"Siskiyou, California",7.79931818181818
1657,"Skamania, Washington",7.862499999999999
1658,"Slope, North Dakota",8.73
1659,"Smith, Kansas",7.6
1660,"Smith, Tennessee",7.4142857142857155
1661,"Smith, Texas",8.052500000000006
1662,"Smyth, Virginia",2.5414479638009047
1663,"Snohomish county, Washington",6.97
1664,"Snohomish, Washington",7.382058823529412
1665,"Socorro, New Mexico",7.925
1666,"Solano, California",7.98371134020618
1667,"Somerset, Maine",7.538701298701297
1668,"Somerset, New Jersey",7.319630350194553
1669,"Somervell, Texas",8.056818181818183
1670,"Sonoma, California",7.326025477707008
1671,"Southampton, Virginia",4.800629370629367
1672,"Spartanburg, South Carolina",7.162509960159358
1673,"Spokane, Washington",7.7675
1674,"Spotsylvania, Virginia",4.076792452830189
1675,"St clair, Alabama",7.554
1676,"St clair, Illinois",7.32
1677,"St helena, Louisiana",8.65
1678,"St landry, Louisiana",7.678888888888888
1679,"St louis, Missouri",7.615
1680,"St tammany, Louisiana",8.432727272727274
1681,"St. bernard, Louisiana",7.3100000000000005
1682,"St. charles, Louisiana",7.4575000000000005
1683,"St. charles, Missouri",7.716666666666667
1684,"St. clair county, Missouri",7.550000000000001
1685,"St. clair, Alabama",7.179791666666669
1686,"St. clair, Illinois",7.182564102564101
1687,"St. clair, Missouri",7.415384615384615
1688,"St. croix, Wisconsin",7.4898437499999995
1689,"St. francois, Missouri",7.334666666666667
1690,"St. helena, Louisiana",8.489999999999998
1691,"St. james, Louisiana",7.51875
1692,"St. john the baptist parish, Louisiana",8.056666666666667
1693,"St. john the baptist, Louisiana",7.923333333333332
1694,"St. johns, Florida",7.60448275862069
1695,"St. joseph, Indiana",7.574999999999999
1696,"St. joseph, Michigan",8.3
1697,"St. landry, Louisiana",7.766578947368419
1698,"St. lawrence, New York",7.733333333333333
1699,"St. louis city, Missouri",9.195833333333335
1700,"St. louis, Minnesota",7.58897233201581
1701,"St. louis, Missouri",7.448333333333333
1702,"St. lucie, Florida",7.668749999999999
1703,"St. martin parish, Louisiana",8.21
1704,"St. martin, Louisiana",7.541714285714287
1705,"St. mary parish, Louisiana",7.357500000000001
1706,"St. mary, Louisiana",7.156000000000001
1707,"St. tammany parish, Louisiana",8.362222222222222
1708,"St. tammany, Louisiana",8.26717647058823
1709,"Stafford, Kansas",7.417647058823529
1710,"Stafford, Virginia",4.593333333333334
1711,"Stanislaus, California",7.659891956782713
1712,"Stanly, North Carolina",7.002424242424243
1713,"Stanton, Kansas",7.5249999999999995
1714,"Stark, Illinois",8.67738095238095
1715,"Stark, North Dakota",8.14
1716,"Starr, Texas",7.689210526315789
1717,"Ste. genevieve, Missouri",7.483666666666667
1718,"Stearns, Minnesota",7.440923913043479
1719,"Steele, Minnesota",7.201041666666662
1720,"Stephens, Texas",7.778333333333333
1721,"Stephenson, Illinois",7.151666666666667
1722,"Sterling, Texas",7.683333333333334
1723,"Steuben, New York",7.345
1724,"Stevens, Kansas",7.5928571428571425
1725,"Stevens, Minnesota",7.438381502890167
1726,"Stevens, Washington",8.08
1727,"Stewart, Tennessee",7.409473684210527
1728,"Stoddard, Missouri",7.060277777777777
1729,"Stokes, North Carolina",7.293461538461539
1730,"Stone, Missouri",7.594701195219123
1731,"Stonewall, Texas",7.535
1732,"Storey, Nevada",7.836521739130435
1733,"Story, Iowa",7.2
1734,"Stutsman, North Dakota",7.72
1735,"Sublette, Wyoming",6.669999999999999
1736,"Suffolk, Virginia",6.726000000000001
1737,"Sullivan, Missouri",7.949166666666666
1738,"Sullivan, New York",6.960000000000002
1739,"Sullivan, Tennessee",7.433333333333334
1740,"Summit, Ohio",6.9225
1741,"Summit, Utah",7.3
1742,"Sumner, Kansas",7.363888888888886
1743,"Sumner, Tennessee",6.994585000000001
1744,"Sumter, Alabama",7.7375
1745,"Sumter, Florida",7.407391304347825
1746,"Sumter, South Carolina",6.681428571428571
1747,"Surry, North Carolina",7.253771428571427
1748,"Surry, Virginia",4.227142857142858
1749,"Susquehanna, Pennsylvania",7.15
1750,"Sussex, New Jersey",7.401201478743041
1751,"Sussex, Virginia",3.532911392405063
1752,"Sutter, California",7.572156862745098
1753,"Sutton, Texas",7.763571428571427
1754,"Suwannee, Florida",7.516666666666666
1755,"Swain, North Carolina",7.318205128205127
1756,"Sweet grass, Montana",7.09375
1757,"Sweetwater, Wyoming",7.0575
1758,"Swift, Minnesota",7.052891566265061
1759,"Swisher, Texas",7.626666666666668
1760,"Talladega, Alabama",7.3929577464788725
1761,"Tallapoosa, Alabama",7.31
1762,"Taney, Missouri",7.554366197183097
1763,"Tangipahoa parish, Louisiana",8.65
1764,"Tangipahoa, Louisiana",7.748249999999999
1765,"Taos, New Mexico",7.937
1766,"Tarrant, Texas",8.35563106796117
1767,"Taylor, Florida",7.370000000000001
1768,"Taylor, Kentucky",6.874999999999999
1769,"Taylor, Texas",7.7344827586206915
1770,"Taylor, Wisconsin",7.634210526315787
1771,"Tazewell, Illinois",7.276604938271606
1772,"Tazewell, Virginia",2.64868794326241
1773,"Tehama, California",7.6005970149253725
1774,"Tensas, Louisiana",7.634285714285715
1775,"Terrebonne, Louisiana",6.796666666666667
1776,"Terrell, Texas",7.463333333333334
1777,"Terry, Texas",7.861111111111111
1778,"Teton, Montana",7.626923076923077
1779,"Teton, Wyoming",7.464285714285714
1780,"Texas, Missouri",7.5038636363636355
1781,"Thomas, Kansas",7.660714285714284
1782,"Throckmorton, Texas",7.800000000000001
1783,"Thurston, Washington",6.669999999999999
1784,"Tipton, Indiana",7.3
1785,"Tipton, Tennessee",7.63
1786,"Titus, Texas",8.688461538461539
1787,"Todd, Kentucky",7.697999999999999
1788,"Todd, Minnesota",7.330575539568344
1789,"Tolland, Connecticut",7.230504201680673
1790,"Tom green, Texas",7.196363636363636
1791,"Tooele, Utah",7.416666666666667
1792,"Toole, Montana",8.24
1793,"Torrance, New Mexico",7.572857142857141
1794,"Towner, North Dakota",8.38
1795,"Traill, North Dakota",7.518000000000001
1796,"Transylvania, North Carolina",6.8558536585365815
1797,"Traverse, Minnesota",7.589019607843135
1798,"Travis, Texas",7.510738461538465
1799,"Treasure, Montana",7.25
1800,"Trego, Kansas",7.516666666666667
1801,"Trempealeau, Wisconsin",7.266333333333334
1802,"Trigg, Kentucky",7.072777777777777
1803,"Trimble, Kentucky",7.333
1804,"Trinity, California",7.546799999999998
1805,"Trinity, Texas",7.695348837209302
1806,"Trousdale, Tennessee",7.3225
1807,"Trumbull, Ohio",7.502000000000001
1808,"Tulare, California",7.709305184393397
1809,"Tulsa, Oklahoma",7.5
1810,"Tuolumne, California",7.222789559543235
1811,"Tuscaloosa, Alabama",7.448333333333333
1812,"Tuscarawas, Ohio",7.69
1813,"Tuscola, Michigan",7.263333333333333
1814,"Tyler, Texas",7.0180327868852475
1815,"Tyrrell, North Carolina",7.1
1816,"Uintah, Utah",7.59
1817,"Unicoi, Tennessee",7.3125
1818,"Union parish, Louisiana",8.736666666666666
1819,"Union, Florida",7.7
1820,"Union, Illinois",8.26
1821,"Union, Kentucky",7.485
1822,"Union, Louisiana",8.54
1823,"Union, New Jersey",7.389523809523807
1824,"Union, New Mexico",7.0
1825,"Union, North Carolina",6.512142857142856
1826,"Union, Tennessee",7.201875000000001
1827,"Unknown, South Carolina",7.48642857142857
1828,"Upshur, Texas",8.149333333333335
1829,"Upton, Texas",7.166666666666667
1830,"Utah, Utah",7.641928571428571
1831,"Uvalde, Texas",7.596231884057971
1832,"Val verde, Texas",7.762028985507247
1833,"Valencia, New Mexico",7.903333333333333
1834,"Valley, Idaho",6.175
1835,"Valley, Montana",7.6
1836,"Van buren, Michigan",7.3
1837,"Van buren, Tennessee",7.421666666666667
1838,"Van wert, Ohio",7.47
1839,"Van zandt, Texas",7.903456790123459
1840,"Vance, North Carolina",6.579999999999999
1841,"Venango, Pennsylvania",7.416666666666667
1842,"Ventura, California",7.453309523809519
1843,"Vermilion, Illinois",7.468000000000001
1844,"Vermilion, Louisiana",7.596296296296296
1845,"Vermillion, Indiana",7.6
1846,"Vernon, Louisiana",7.566060606060606
1847,"Vernon, Missouri",7.689130434782609
1848,"Vernon, Wisconsin",7.44
1849,"Victoria, Texas",7.616718749999998
1850,"Vilas, Wisconsin",7.500000000000002
1851,"Volusia, Florida",7.66659493670886
1852,"Wabash, Illinois",7.6
1853,"Wabaunsee, Kansas",7.413333333333333
1854,"Wade hampton, Alaska",7.53888888888889
1855,"Wadena, Minnesota",7.448853503184713
1856,"Wake, North Carolina",7.7025027974636515
1857,"Wakulla, Florida",7.632222222222223
1858,"Waldo, Maine",7.369120879120884
1859,"Walker, Alabama",7.374545454545455
1860,"Walker, Texas",7.388571428571429
1861,"Walla walla, Washington",7.515
1862,"Wallace, Kansas",7.7142857142857135
1863,"Waller, Texas",7.506451612903229
1864,"Walsh, North Dakota",8.233333333333333
1865,"Walton, Florida",7.926176470588234
1866,"Walworth, Wisconsin",7.490635838150292
1867,"Ward, North Dakota",7.848461538461536
1868,"Ward, Texas",7.7650000000000015
1869,"Warren, Illinois",7.606
1870,"Warren, Indiana",7.6
1871,"Warren, Kentucky",7.604285714285714
1872,"Warren, Missouri",7.5076923076923086
1873,"Warren, New Jersey",7.321158940397349
1874,"Warren, New York",7.017941176470591
1875,"Warren, North Carolina",7.173636363636365
1876,"Warren, Tennessee",7.375
1877,"Warren, Virginia",3.230387596899226
1878,"Wasatch, Utah",7.829833333333333
1879,"Waseca, Minnesota",6.8872058823529425
1880,"Washburn, Wisconsin",7.44888888888889
1881,"Washington county, Florida",7.963333333333334
1882,"Washington parish, Louisiana",8.6
1883,"Washington, Alabama",7.66090909090909
1884,"Washington, Florida",7.3
1885,"Washington, Illinois",7.982857142857142
1886,"Washington, Iowa",6.8
1887,"Washington, Kansas",7.023529411764706
1888,"Washington, Kentucky",7.538333333333333
1889,"Washington, Louisiana",6.853999999999998
1890,"Washington, Maine",7.2335159817351595
1891,"Washington, Minnesota",7.383877551020406
1892,"Washington, Missouri",7.364594594594595
1893,"Washington, New York",7.373913043478258
1894,"Washington, North Carolina",7.366666666666667
1895,"Washington, Pennsylvania",7.201666666666667
1896,"Washington, Rhode Island",6.969999999999999
1897,"Washington, Tennessee",6.727777777777778
1898,"Washington, Texas",7.29795918367347
1899,"Washington, Utah",7.591818181818183
1900,"Washington, Vermont",7.60767441860465
1901,"Washington, Virginia",1.9939062499999998
1902,"Washington, Wisconsin",7.400826446280993
1903,"Washoe, Nevada",7.927146814404438
1904,"Washtenaw, Michigan",7.888571428571429
1905,"Watauga, North Carolina",7.118136645962737
1906,"Watonwan, Minnesota",7.522000000000005
1907,"Waukesha, Wisconsin",7.507237851662409
1908,"Waupaca, Wisconsin",7.717254901960785
1909,"Waushara, Wisconsin",7.748571428571428
1910,"Wayne, Illinois",7.56
1911,"Wayne, Kentucky",7.381666666666667
1912,"Wayne, Missouri",7.46125
1913,"Wayne, North Carolina",6.876235294117647
1914,"Wayne, Tennessee",7.498235294117646
1915,"Wayne, Utah",7.5
1916,"Waynesboro city, Virginia",2.474117647058823
1917,"Weakley, Tennessee",7.452222222222223
1918,"Webb county, Texas",7.634999999999999
1919,"Webb, Texas",7.8596666666666675
1920,"Weber, Utah",7.57
1921,"Webster, Iowa",7.2
1922,"Webster, Kentucky",7.558461538461538
1923,"Webster, Louisiana",7.579605263157893
1924,"Webster, Missouri",7.655000000000005
1925,"Wells, North Dakota",7.6968000000000005
1926,"West baton rouge, Louisiana",8.107692307692307
1927,"West carroll parish, Louisiana",7.335
1928,"West carroll, Louisiana",7.75
1929,"West feliciana, Louisiana",8.8575
1930,"Westchester, New York",7.285812720848054
1931,"Westmoreland, Pennsylvania",7.354545454545453
1932,"Westmoreland, Virginia",5.456688311688314
1933,"Wharton, Texas",7.356944444444445
1934,"Wheatland, Montana",8.122941176470587
1935,"Wheeler, Texas",7.681538461538462
1936,"White pine, Nevada",7.931428571428569
1937,"White, Illinois",7.928
1938,"White, Indiana",7.550000000000001
1939,"White, Tennessee",7.558333333333334
1940,"Whiteside, Illinois",7.133333333333333
1941,"Whitley, Kentucky",7.258823529411765
1942,"Wichita, Kansas",7.558333333333333
1943,"Wichita, Texas",8.189047619047617
1944,"Wilbarger, Texas",7.7333333333333325
1945,"Wilcox, Alabama",8.096086956521736
1946,"Wilkes, North Carolina",6.815862068965516
1947,"Will, Illinois",7.356103896103897
1948,"Willacy county, Texas",7.482499999999999
1949,"Willacy, Texas",7.286666666666666
1950,"Williams, North Dakota",8.830000000000002
1951,"Williamson, Illinois",8.496999999999998
1952,"Williamson, Tennessee",7.373333333333333
1953,"Williamson, Texas",7.299224806201551
1954,"Wilson, Kansas",7.590000000000001
1955,"Wilson, North Carolina",6.945454545454542
1956,"Wilson, Tennessee",7.3784210526315785
1957,"Wilson, Texas",7.657592592592592
1958,"Winchester, Virginia",2.1215555555555548
1959,"Windham, Connecticut",7.157065217391306
1960,"Windham, Vermont",7.114583333333333
1961,"Windsor, Vermont",7.11888888888889
1962,"Winkler, Texas",7.620625
1963,"Winn, Louisiana",8.285384615384617
1964,"Winnebago, Illinois",7.133999999999998
1965,"Winnebago, Wisconsin",7.428750000000003
1966,"Winneshiek, Iowa",7.4
1967,"Winona, Minnesota",7.233333333333333
1968,"Winston, Alabama",7.03
1969,"Wise, Texas",7.924599999999999
1970,"Wise, Virginia",2.7292227979274593
1971,"Wolfe, Kentucky",7.453888888888888
1972,"Wood, Ohio",7.966666666666666
1973,"Wood, Texas",8.03913043478261
1974,"Wood, Wisconsin",7.276500000000001
1975,"Woodbury, Iowa",7.4
1976,"Woodford, Illinois",7.611999999999999
1977,"Woodford, Kentucky",7.56125
1978,"Woods, Oklahoma",7.741666666666667
1979,"Woodson, Kansas",7.257142857142857
1980,"Worth, Iowa",7.9
1981,"Worth, Missouri",7.52
1982,"Wright, Iowa",7.35
1983,"Wright, Minnesota",7.505480769230776
1984,"Wright, Missouri",7.602307692307693
1985,"Wyandot, Ohio",7.65
1986,"Wyandotte, Kansas",7.666666666666667
1987,"Wyoming, Pennsylvania",7.831250000000001
1988,"Wyoming, West Virginia",7.7
1989,"Wythe, Virginia",3.783290322580645
1990,"Yadkin, North Carolina",7.1336111111111125
1991,"Yakima, Washington",6.931111111111111
1992,"Yancey, North Carolina",6.948815789473684
1993,"Yellow medicine, Minnesota",7.320987654320992
1994,"Yellowstone, Montana",7.559999999999998
1995,"Yoakum, Texas",7.613333333333333
1996,"Yolo, California",8.1663888888889
1997,"York, Maine",7.4946093749999925
1998,"York, Pennsylvania",8.090833333333332
1999,"York, South Carolina",7.653840764331208
