,county,total_organic_carbon
647,"Philadelphia, Pennsylvania",1944.460331299041
648,"Phillips, Montana",900.0
649,"Pickens, South Carolina",1400.9651162790697
650,"Pike, Illinois",4376.923076923077
651,"Pike, Indiana",4678.90625
652,"Pike, Kentucky",1821.6554054054054
653,"Pike, Pennsylvania",235.625
654,"Piscataquis, Maine",2650.0
655,"Pitt, North Carolina",5747.447552447553
656,"Pittsburg, Oklahoma",4809.474782608696
657,"Pittsylvania, Virginia",2248.6036036036035
658,"Placer, California",1104.1201716738196
659,"Plumas, California",0.0
660,"Pocahontas, West Virginia",2152.528238095238
661,"Polk, Minnesota",8481.944444444445
662,"Polk, North Carolina",1056.5217391304348
663,"Pondera, Montana",4896.2962962962965
664,"Posey, Indiana",2839.242424242424
665,"Pottawatomie, Oklahoma",5248.355400696864
666,"Pottawattamie, Iowa",5080.281690140845
667,"Potter, Pennsylvania",353.6363636363636
668,"Powell, Kentucky",2144.465277777778
669,"Powell, Montana",550.0
670,"Poweshiek, Iowa",4196.178571428572
671,"Presque isle, Michigan",10800.0
672,"Preston, West Virginia",1993.7160751565762
673,"Prince of wales-hyder, Alaska",7423.828431372549
674,"Prince william, Virginia",2718.402777777778
675,"Pulaski, Kentucky",1798.6786516853933
676,"Pulaski, Virginia",2213.0405405405404
677,"Pushmataha, Oklahoma",3850.9976635514017
678,"Putnam, West Virginia",3366.206896551724
679,"Radford, Virginia",1435.0
680,"Raleigh, West Virginia",2408.109756097561
681,"Ramsey, Minnesota",5562.5
682,"Randolph, Alabama",2116.7
683,"Randolph, Illinois",5008.978993055556
684,"Randolph, North Carolina",4476.8421052631575
685,"Randolph, West Virginia",1430.4732510288065
686,"Ravalli, Montana",1690.3478260869565
687,"Richland, Illinois",3955.205479452055
688,"Richland, Montana",3304.969696969697
689,"Richland, Ohio",3283.529411764706
690,"Richland, South Carolina",2541.637630662021
691,"Richmond, North Carolina",3789.746543778802
692,"Richmond, Virginia",2863.8442028985505
693,"Ripley, Indiana",4310.408910891089
694,"Ritchie, West Virginia",3165.277777777778
695,"Riverside, California",1385.9427207637232
696,"Roane, West Virginia",3413.8194444444443
697,"Roanoke, Virginia",1531.696964285714
698,"Robeson, North Carolina",4237.639041095891
699,"Rock island, Illinois",4941.859215017064
700,"Rockbridge, Virginia",1737.9346527777777
701,"Rockcastle, Kentucky",2764.8026315789475
702,"Rockingham, North Carolina",2501.7659574468084
703,"Rockingham, Virginia",1386.7761020881671
704,"Roger mills, Oklahoma",3376.266666666667
705,"Rogers, Oklahoma",3800.4575342465755
706,"Roosevelt, Montana",2808.219178082192
707,"Rosebud, Montana",2252.5925925925926
708,"Rowan, Kentucky",2464.9797297297296
709,"Rowan, North Carolina",2617.8153333333335
710,"Russell, Alabama",2329.8245614035086
711,"Russell, Kentucky",2125.5
712,"Russell, Virginia",972.542372881356
713,"Rutherford, North Carolina",1335.989010989011
714,"Rutland, Vermont",29.213483146067414
715,"Sacramento county, California",0.0
716,"Sacramento, California",1748.5797598627787
717,"Sagadahoc, Maine",3400.0
718,"Saginaw, Michigan",1561.3333333333333
719,"Saint clair, Michigan",1179.3333333333333
720,"Saint louis, Minnesota",5621.920668058455
721,"Salem, New Jersey",6426.170212765957
722,"Salem, Virginia",1254.404255319149
723,"Salt lake, Utah",1516.0990963855422
724,"San benito, California",2593.4166666666665
725,"San bernardino, California",1706.6640563821456
726,"San diego, California",4342.354838709677
727,"San francisco, California",1150.0
728,"San joaquin, California",2217.3061224489797
729,"San juan, Utah",1724.174721189591
730,"San luis obispo, California",3218.109756097561
731,"San mateo, California",1834.6301369863013
732,"Sangamon, Illinois",3252.831724137931
733,"Santa barbara, California",2762.1666666666665
734,"Santa clara, California",3104.5045045045044
735,"Santa cruz, California",4331.964285714285
736,"Saratoga, New York",3252.065009940358
737,"Schoharie, New York",2468.913023255814
738,"Schuyler, New York",2071.4285714285716
739,"Schuylkill, Pennsylvania",1624.118372379778
740,"Scott, Indiana",4721.7164179104475
741,"Scott, Iowa",4965.277777777777
742,"Scott, Kentucky",1447.0
743,"Scott, Virginia",1316.578947368421
744,"Seminole, Oklahoma",5181.959459459459
745,"Seneca, New York",2321.1111111111113
746,"Sequoyah, Oklahoma",2247.7118473895584
747,"Shasta, California",1074.3820224719102
748,"Shelby, Alabama",1794.6276923076923
749,"Shelby, Kentucky",3148.0851063829787
750,"Shenandoah, Virginia",1873.2291666666667
751,"Sheridan, Wyoming",1720.1589235127478
752,"Silverbow, Montana",3169.182389937107
753,"Simpson, Kentucky",1690.281690140845
754,"Siskiyou, California",4446.458333333333
755,"Sitka city and, Alaska",0.0
756,"Smyth, Virginia",871.8
757,"Snyder, Pennsylvania",1006.5935483870968
758,"Solano, California",3737.815631262525
759,"Somerset, Maine",2374.0689655172414
760,"Somerset, New Jersey",2478.4375
761,"Somerset, Pennsylvania",1767.0379746835442
762,"Sonoma, California",1749.4117647058824
763,"Southeast fairbanks census area, Alaska",0.0
764,"Southeast fairbanks, Alaska",0.0
765,"Spartanburg, South Carolina",1548.5089463220677
766,"Spotsylvania, Virginia",3353.090277777778
767,"St. clair, Alabama",600.0
768,"St. clair, Illinois",4512.414139344262
769,"St. clair, Michigan",1364.1666666666667
770,"St. lawrence, New York",3961.2954545454545
771,"St. louis, Minnesota",2451.6129032258063
772,"Stafford, Virginia",3593.1284916201116
773,"Stanislaus, California",1818.1176470588234
774,"Stanly, North Carolina",2550.010891089109
775,"Stark, North Dakota",2686.4864864864867
776,"Staunton, Virginia",791.3931034482758
777,"Stearns, Minnesota",6207.638888888889
778,"Stephens, Oklahoma",4509.551724137931
779,"Steuben, New York",2561.4024390243903
780,"Stokes, North Carolina",1839.8
781,"Storey, Nevada",0.0
782,"Story, Iowa",1200.0
783,"Sublette, Wyoming",932.5806451612904
784,"Suffolk, Virginia",4613.219178082192
785,"Sullivan, New York",3013.6088154269974
786,"Summers, West Virginia",1665.6571428571428
787,"Summit, Utah",1784.7457627118645
788,"Sumter, Alabama",3815.5555555555557
789,"Surry, North Carolina",1335.0467289719627
790,"Susquehanna, Pennsylvania",2160.631067961165
791,"Sutter, California",2847.0588235294117
792,"Swain, North Carolina",697.2058823529412
793,"Sweetwater county, Wyoming",2425.1458333333335
794,"Sweetwater, Wyoming",2486.5182033096926
795,"Talladega, Alabama",1988.0463215258856
796,"Tallapoosa, Alabama",2309.375
797,"Taylor, Kentucky",2653.1944444444443
798,"Taylor, West Virginia",1503.28125
799,"Tazewell, Virginia",1278.5159010600707
800,"Teton, Montana",3598.4375
801,"Teton, Wyoming",742.2734848484849
802,"Tillman, Oklahoma",4704.7945205479455
803,"Tioga county, Pennsylvania",1032.608695652174
804,"Tioga, Pennsylvania",2479.6228187919464
805,"Todd, Kentucky",1941.4634146341464
806,"Tooele, Utah",449.4845360824742
807,"Traill, North Dakota",7685.5
808,"Transylvania, North Carolina",710.5911330049261
809,"Treasure, Montana",2400.877192982456
810,"Trigg, Kentucky",1700.8916083916083
811,"Trumbull, Ohio",3166.6666666666665
812,"Tucker, West Virginia",3009.67926286509
813,"Tulare, California",1310.0340715502555
814,"Tulsa, Oklahoma",3311.4392361111113
815,"Tuolumne, California",1573.567115902965
816,"Tuscaloosa, Alabama",2255.6341463414633
817,"Tyler, West Virginia",2925.8697183098593
818,"Uinta, Wyoming",3716.22
819,"Uintah, Utah",1989.787234042553
820,"Union, Illinois",4181.25
821,"Union, Iowa",5774.10071942446
822,"Union, Kentucky",2654.655172413793
823,"Union, New Jersey",3234.035087719298
824,"Union, North Carolina",5149.115646258503
825,"Union, Pennsylvania",654.2214285714285
826,"Union, South Carolina",1667.7657342657342
827,"Upshur, West Virginia",1767.679574468085
828,"Utah, Utah",2259.334615384615
829,"Valdez-cordova, Alaska",8794.066666666668
830,"Valley, Montana",2035.1020408163265
831,"Van buren, Michigan",1642.5
832,"Vance, North Carolina",2525.170068027211
833,"Vanderburgh, Indiana",2997.5757575757575
834,"Venango, Pennsylvania",1821.3908450704225
835,"Ventura, California",996.0199004975125
836,"Vermilion, Illinois",3018.288288288288
837,"Wabash, Illinois",1498.4
838,"Wade hampton, Alaska",6226.844221105528
839,"Wagoner, Oklahoma",4025.1251072961372
840,"Wake, North Carolina",4761.823216080402
841,"Wakulla, Florida",761.5384615384615
842,"Walker, Alabama",2334.074074074074
843,"Walsh, North Dakota",7383.402777777777
844,"Wapello, Iowa",3220.0
845,"Warren, Kentucky",2079.8611111111113
846,"Warren, New Jersey",2039.4088669950738
847,"Warren, New York",2353.478260869565
848,"Warren, Pennsylvania",1178.0701754385964
849,"Warren, Virginia",1263.5815602836878
850,"Wasatch, Utah",767.8111587982833
851,"Washington, Illinois",5716.712328767123
852,"Washington, Indiana",2987.3863636363635
853,"Washington, Kentucky",4309.324324324324
854,"Washington, Maine",2833.3333333333335
855,"Washington, New York",2766.8333333333335
856,"Washington, Oklahoma",4195.190972222223
857,"Washington, Pennsylvania",2274.5714285714284
858,"Washington, Utah",1709.4059405940593
859,"Washington, Vermont",1120.8239999999998
860,"Washington, Virginia",1973.8235294117646
861,"Washoe, Nevada",493.03499079189686
862,"Watauga, North Carolina",1307.4083769633507
863,"Wayne, Illinois",5325.916724738676
864,"Wayne, Indiana",2548.1111111111113
865,"Wayne, Kentucky",1833.0821917808219
866,"Wayne, Michigan",1474.0
867,"Wayne, New York",2058.8279116465865
868,"Wayne, North Carolina",6082.602739726028
869,"Wayne, West Virginia",2208.0536912751677
870,"Weber, Utah",2379.032894736842
871,"Webster, Kentucky",3402.3972602739727
872,"Webster, West Virginia",1141.4957264957266
873,"Westmoreland, Pennsylvania",1659.0
874,"Wetzel, West Virginia",1502.3865546218487
875,"White pine, Nevada",0.0
876,"Whitley, Kentucky",2623.310344827586
877,"Wilcox, Alabama",3413.605442176871
878,"Wilkes, North Carolina",1046.3694267515923
879,"Will, Illinois",3813.1944444444443
880,"Williams, North Dakota",2361.40350877193
881,"Williamson, Illinois",4180.62015503876
882,"Wilson, North Carolina",6072.454212454212
883,"Winchester, Virginia",1930.6153846153845
884,"Windham, Vermont",0.0
885,"Windsor, Vermont",0.0
886,"Winston, Alabama",1957.7205882352941
887,"Wise, Virginia",1899.5700934579438
888,"Wolfe, Kentucky",2508.227848101266
889,"Wood, West Virginia",2825.56338028169
890,"Woodbury, Iowa",2400.0
891,"Woodford, Kentucky",2451.478873239437
892,"Wrangell, Alaska",0.0
893,"Wyandotte, Kansas",0.0
894,"Wyoming, New York",3067.6190476190477
895,"Wyoming, West Virginia",1544.0342187499998
896,"Wythe, Virginia",1421.027397260274
897,"Yadkin, North Carolina",2444.4882291666668
898,"Yancey, North Carolina",567.6086956521739
899,"Yates, New York",2460.3804347826085
900,"Yellowstone, Montana",1915.007072135785
901,"Yolo, California",2174.0476190476193
902,"York, Maine",2362.6439790575914
903,"York, Pennsylvania",1784.6578366445915
904,"York, South Carolina",2804.7940350877193
905,"Yuba, California",1576.3157894736842
906,"Yukon-koyukuk, Alaska",1895.4117647058824
