,county,fluoride
694,"Douglas, Illinois",1257.5
695,"Douglas, Kansas",622.109375
696,"Douglas, Minnesota",1249.732142857143
697,"Douglas, Missouri",26.666666666666668
698,"Douglas, Nebraska",406.22222222222223
699,"Douglas, Nevada",388.58369098712444
700,"Douglas, Oregon",67.70833333333333
701,"Douglas, South Dakota",1600.0
702,"Douglas, Washington",390.8695652173913
703,"Douglas, Wisconsin",441.7919075144509
704,"Drew, Arkansas",460.65625
705,"Du page, Illinois",155.0
706,"Dubuque, Iowa",350.5
707,"Duchesne, Utah",260.0
708,"Dukes, Massachusetts",102.22222222222223
709,"Dundy, Nebraska",1070.0
710,"Dunklin, Missouri",802.9411764705883
711,"Dunn, North Dakota",345.0
712,"Dunn, Wisconsin",490.75075075075074
713,"Dupage, Illinois",622.4193548387096
714,"Duplin, North Carolina",85.25
715,"Durham, North Carolina",134.5205479452055
716,"Dutchess, New York",359.83240223463685
717,"Duval county, Florida",490.0
718,"Duval, Florida",541.5570934256056
719,"Duval, Texas",1135.0
720,"Dyer, Tennessee",595.0
721,"East baton rouge parish, Louisiana",150.0
722,"East baton rouge, Louisiana",350.51724137931035
723,"East carroll, Louisiana",248.33333333333334
724,"East feliciana, Louisiana",375.0
725,"Eastland, Texas",307.6470588235294
726,"Eaton, Michigan",245.93360995850622
727,"Eau claire, Wisconsin",274.50236966824644
728,"Ector, Texas",1488.5714285714287
729,"Eddy, New Mexico",641.8367346938776
730,"Eddy, North Dakota",120.0
731,"Edgar, Illinois",1815.0
732,"Edgecombe, North Carolina",189.375
733,"Edgefield, South Carolina",195.0
734,"Edwards, Illinois",456.6666666666667
735,"Edwards, Kansas",653.3333333333334
736,"Edwards, Texas",256.0
737,"Effingham, Illinois",555.0
738,"El dorado, California",62.552083333333336
739,"El paso, Texas",659.8148148148148
740,"Elk, Kansas",93.52941176470588
741,"Elk, Pennsylvania",46.36363636363637
742,"Elkhart, Indiana",208.04347826086956
743,"Elko, Nevada",343.19727891156464
744,"Elliott, Kentucky",1210.0
745,"Ellis, Kansas",330.3333333333333
746,"Ellis, Oklahoma",105.6
747,"Ellis, Texas",2713.475935828877
748,"Ellsworth, Kansas",852.9113924050633
749,"Elmore, Alabama",341.2903225806452
750,"Elmore, Idaho",335.94594594594594
751,"Emery, Utah",147.2463768115942
752,"Emmet, Iowa",332.0
753,"Emmet, Michigan",512.0971302428256
754,"Emmons, North Dakota",717.5
755,"Erath, Texas",350.2857142857143
756,"Erie county, Pennsylvania",783.3333333333334
757,"Erie, New York",124.0
758,"Erie, Ohio",0.0
759,"Erie, Pennsylvania",184.0
760,"Escambia, Alabama",406.04651162790697
761,"Escambia, Florida",131.18721461187215
762,"Esmeralda, Nevada",870.5882352941177
763,"Essex county, New York",23.333333333333332
764,"Essex, Massachusetts",366.61764705882354
765,"Essex, New Jersey",7.297297297297297
766,"Essex, New York",60.6015037593985
767,"Essex, Vermont",234.54545454545453
768,"Essex, Virginia",1346.75
769,"Etowah, Alabama",4.615384615384615
770,"Eureka county, Nevada",296.6666666666667
771,"Eureka, Nevada",385.8139534883721
772,"Evangeline parish, Louisiana",577.1428571428571
773,"Evangeline, Louisiana",1714.0579710144928
774,"Fairbanks north star, Alaska",165.76923076923077
775,"Fairfax, Virginia",498.1132075471698
776,"Fairfield, Connecticut",128.08678500986193
777,"Fairfield, Ohio",299.57142857142856
778,"Fairfield, South Carolina",321.0
779,"Fall river, South Dakota",675.0
780,"Fallon, Montana",652.5
781,"Falls, Texas",1989.8461538461538
782,"Fannin, Texas",1524.8101265822784
783,"Faribault, Minnesota",971.0
784,"Faulk, South Dakota",1940.0
785,"Fauquier, Virginia",66.66666666666667
786,"Fayette, Alabama",0.0
787,"Fayette, Illinois",420.0
788,"Fayette, Indiana",345.0
789,"Fayette, Iowa",865.0
790,"Fayette, Ohio",909.5238095238095
791,"Fayette, Pennsylvania",103.79310344827586
792,"Fayette, Tennessee",0.0
793,"Fayette, Texas",492.72727272727275
794,"Fayette, West Virginia",306.61538461538464
795,"Fentress, Tennessee",0.0
796,"Fergus, Montana",847.7777777777778
797,"Ferry, Washington",291.25
798,"Fillmore, Minnesota",1272.0994475138123
799,"Fillmore, Nebraska",328.0952380952381
800,"Finney, Kansas",579.2105263157895
801,"Fisher, Texas",1025.0
802,"Flagler, Florida",129.47368421052633
803,"Flathead, Montana",211.6058394160584
804,"Florence, South Carolina",632.5352112676056
805,"Florence, Wisconsin",537.828947368421
806,"Floyd, Indiana",933.3333333333334
807,"Floyd, Iowa",1420.0
808,"Floyd, Kentucky",554.1176470588235
809,"Floyd, Texas",3112.9411764705883
810,"Floyd, Virginia",0.0
811,"Fluvanna, Virginia",25.384615384615383
812,"Foard, Texas",970.0
813,"Fond du lac, Wisconsin",446.1224489795918
814,"Ford, Illinois",1002.3529411764706
815,"Ford, Kansas",1058.4
816,"Forest, Pennsylvania",115.0
817,"Forest, Wisconsin",242.8
818,"Forsyth, North Carolina",189.45454545454547
819,"Fort bend county, Texas",390.0
820,"Fort bend, Texas",500.28846153846155
821,"Fountain, Indiana",375.55555555555554
822,"Franklin county, New York",36.666666666666664
823,"Franklin county, Ohio",1365.0
824,"Franklin county, Pennsylvania",101.42857142857143
825,"Franklin, Alabama",49.333333333333336
826,"Franklin, Arkansas",0.0
827,"Franklin, Florida",277.39130434782606
828,"Franklin, Idaho",208.75
829,"Franklin, Indiana",350.0
830,"Franklin, Iowa",1127.7777777777778
831,"Franklin, Kansas",224.28571428571428
832,"Franklin, Louisiana",150.0
833,"Franklin, Maine",136.03773584905662
834,"Franklin, Massachusetts",892.9347826086956
835,"Franklin, Missouri",131.6346153846154
836,"Franklin, Nebraska",262.85714285714283
837,"Franklin, New York",58.297872340425535
838,"Franklin, North Carolina",260.18518518518516
839,"Franklin, Ohio",948.8127490039841
840,"Franklin, Pennsylvania",318.62745098039215
841,"Franklin, Tennessee",701.0
842,"Franklin, Texas",83.84615384615384
843,"Franklin, Vermont",227.2549019607843
844,"Franklin, Virginia",731.6477272727273
845,"Franklin, Washington",916.3013698630137
846,"Frederick, Maryland",248.0
847,"Frederick, Virginia",77.63157894736842
848,"Freeborn, Minnesota",1042.780487804878
849,"Freestone, Texas",192.83333333333334
850,"Fremont, Idaho",3751.0344827586205
851,"Fremont, Iowa",423.3333333333333
852,"Fremont, Wyoming",992.0588235294117
853,"Fresno, California",151.45833333333334
854,"Frio, Texas",381.875
855,"Frontier, Nebraska",471.8181818181818
856,"Fulton, Arkansas",0.0
857,"Fulton, Illinois",2052.222222222222
858,"Fulton, Indiana",742.8571428571429
859,"Fulton, New York",152.81690140845072
860,"Fulton, Ohio",720.0
861,"Fulton, Pennsylvania",91.25
862,"Furnas, Nebraska",511.42857142857144
863,"Gadsden, Florida",363.9166666666667
864,"Gage, Nebraska",378.8235294117647
865,"Gaines, Texas",4205.545454545455
866,"Gallatin, Illinois",560.0
867,"Gallatin, Kentucky",787.6470588235294
868,"Gallatin, Montana",770.4924242424242
869,"Gallia, Ohio",393.3333333333333
870,"Galveston, Texas",831.0204081632653
871,"Garden, Nebraska",378.3333333333333
872,"Garfield, Montana",1000.0
873,"Garfield, Nebraska",949.0
874,"Garfield, Oklahoma",140.35714285714286
875,"Garfield, Utah",244.8
876,"Garfield, Washington",408.8888888888889
877,"Garland, Arkansas",21.0
878,"Garrett, Maryland",110.0
879,"Garvin, Oklahoma",105.5
880,"Garza, Texas",4465.434782608696
881,"Gasconade, Missouri",127.14285714285714
882,"Gaston, North Carolina",342.2190201729107
883,"Gates, North Carolina",2500.0
884,"Geary, Kansas",341.57894736842104
885,"Geauga, Ohio",135.5701754385965
886,"Gem, Idaho",797.5
887,"Genesee, Michigan",802.1114369501466
888,"Genesee, New York",0.0
889,"Geneva, Alabama",112.10526315789474
890,"Gentry, Missouri",143.33333333333334
891,"Georgetown, South Carolina",1708.314606741573
892,"Gibson, Indiana",128.0
893,"Gibson, Tennessee",0.0
894,"Gila, Arizona",513.3766233766233
895,"Gilchrist, Florida",56.666666666666664
896,"Giles, Tennessee",0.0
897,"Giles, Virginia",76.55172413793103
898,"Gillespie, Texas",651.8181818181819
899,"Gilliam, Oregon",772.2222222222222
900,"Glacier, Montana",540.0
901,"Glades, Florida",529.047619047619
902,"Gladwin, Michigan",529.5833333333334
903,"Glasscock, Texas",1356.6666666666667
904,"Glenn, California",166.66666666666666
905,"Gloucester, New Jersey",401.0379746835443
906,"Gloucester, Virginia",721.8518518518518
907,"Gogebic, Michigan",123.16455696202532
908,"Golden valley, Montana",445.0
909,"Golden valley, North Dakota",2850.0
910,"Goliad, Texas",641.25
911,"Gonzales, Texas",204.16666666666666
912,"Goochland, Virginia",363.0357142857143
913,"Goodhue, Minnesota",1290.4587155963302
914,"Gooding, Idaho",826.0
915,"Goshen, Wyoming",520.6896551724138
916,"Gosper, Nebraska",334.54545454545456
917,"Gove, Kansas",950.5263157894736
918,"Grady, Oklahoma",224.33962264150944
919,"Grafton, New Hampshire",616.9146005509642
920,"Graham, Arizona",1568.0
921,"Graham, Kansas",552.0
922,"Graham, North Carolina",22.692307692307693
923,"Grand forks, North Dakota",946.6666666666666
924,"Grand isle, Vermont",15.09433962264151
925,"Grand traverse, Michigan",342.0740740740741
926,"Grand, Utah",223.0
927,"Granite, Montana",140.0
928,"Grant, Arkansas",1266.5217391304348
929,"Grant, Indiana",936.4
930,"Grant, Kansas",1576.1538461538462
931,"Grant, Louisiana",258.0
932,"Grant, Minnesota",1246.7123287671234
933,"Grant, Nebraska",100.0
934,"Grant, New Mexico",1279.3706293706293
935,"Grant, North Dakota",440.0
936,"Grant, Oklahoma",383.0
937,"Grant, Oregon",154.73684210526315
938,"Grant, South Dakota",340.0
939,"Grant, Washington",687.1929824561404
940,"Grant, West Virginia",78.33333333333333
941,"Grant, Wisconsin",544.6655701754386
942,"Granville, North Carolina",67.22222222222223
943,"Gratiot, Michigan",451.42857142857144
944,"Graves, Kentucky",1594.7727272727273
945,"Gray, Kansas",612.5
946,"Gray, Texas",710.4
947,"Grays harbor, Washington",97.97979797979798
948,"Grayson, Texas",970.8955223880597
949,"Grayson, Virginia",191.0344827586207
950,"Greeley, Kansas",876.6666666666666
951,"Greeley, Nebraska",105.0
952,"Green lake, Wisconsin",492.97752808988764
953,"Green, Wisconsin",524.994617868676
954,"Greenbrier, West Virginia",217.85714285714286
955,"Greene, Alabama",624.4444444444445
956,"Greene, Arkansas",181.11111111111111
957,"Greene, Illinois",775.0
958,"Greene, Indiana",383.75
959,"Greene, Missouri",235.89285714285714
960,"Greene, New York",89.12621359223301
961,"Greene, North Carolina",289.6875
962,"Greene, Ohio",496.42857142857144
963,"Greene, Pennsylvania",225.71428571428572
964,"Greene, Virginia",85.2
965,"Greenlee, Arizona",652.8571428571429
966,"Greensville, Virginia",252.0
967,"Greenup, Kentucky",1314.4444444444443
968,"Greenville, South Carolina",423.3333333333333
969,"Greenwood, Kansas",1019.5238095238095
970,"Greenwood, South Carolina",107.77777777777777
971,"Greer, Oklahoma",120.0
972,"Gregg, Texas",465.97402597402595
973,"Griggs, North Dakota",1030.0
974,"Grimes, Texas",398.84615384615387
975,"Grundy, Illinois",937.5
976,"Grundy, Iowa",870.0
977,"Guadalupe, New Mexico",786.6666666666666
978,"Guadalupe, Texas",190.0
979,"Guernsey, Ohio",373.6363636363636
980,"Guilford, North Carolina",345.40816326530614
981,"Guillford, North Carolina",60.0
982,"Gulf, Florida",853.9285714285714
983,"Guthrie, Iowa",1770.0
984,"Haines, Alaska",204.0
985,"Hale, Alabama",0.0
986,"Hale, Texas",2400.0
987,"Halifax, North Carolina",18.88888888888889
988,"Halifax, Virginia",393.0
989,"Hall, Nebraska",363.2432432432432
990,"Hall, Texas",455.0
991,"Hamblen, Tennessee",380.0
992,"Hamilton, Florida",261.16279069767444
993,"Hamilton, Indiana",586.6666666666666
994,"Hamilton, Iowa",1727.0
995,"Hamilton, Kansas",745.0
996,"Hamilton, Nebraska",393.75
997,"Hamilton, New York",198.8235294117647
998,"Hamilton, Ohio",35.0
999,"Hamilton, Tennessee",520.0
1000,"Hamilton, Texas",722.0
1001,"Hampden, Massachusetts",310.22727272727275
1002,"Hampshire, Massachusetts",222.46753246753246
1003,"Hampshire, West Virginia",53.07692307692308
1004,"Hampton, South Carolina",348.6842105263158
1005,"Hancock, Illinois",1170.0
1006,"Hancock, Indiana",815.0
1007,"Hancock, Iowa",565.0
1008,"Hancock, Kentucky",528.125
1009,"Hancock, Maine",1072.6201923076924
1010,"Hancock, Ohio",1148.3333333333333
1011,"Hancock, Tennessee",163.33333333333334
1012,"Hancock, West Virginia",290.0
1013,"Hanover, Virginia",572.983870967742
1014,"Hansford, Texas",1794.375
1015,"Hardee, Florida",910.7246376811594
1016,"Hardeman, Tennessee",46.0
1017,"Hardeman, Texas",905.0
1018,"Hardin, Illinois",694.0
1019,"Hardin, Iowa",1575.3333333333333
1020,"Hardin, Ohio",1671.6129032258063
1021,"Hardin, Tennessee",110.0
1022,"Hardin, Texas",271.1111111111111
1023,"Harding, New Mexico",1815.0
1024,"Harding, South Dakota",466.6666666666667
1025,"Hardy, West Virginia",88.18181818181819
1026,"Harford, Maryland",45.0
1027,"Harlan, Kentucky",40.0
1028,"Harlan, Nebraska",606.3636363636364
1029,"Harmon, Oklahoma",290.0
1030,"Harnett, North Carolina",602.8571428571429
1031,"Harney, Oregon",270.0
1032,"Harper, Kansas",272.5
1033,"Harper, Oklahoma",445.8333333333333
1034,"Harris, Texas",435.6957149735195
1035,"Harrison, Indiana",263.3333333333333
1036,"Harrison, Iowa",781.9277108433735
1037,"Harrison, Missouri",761.0
1038,"Harrison, Ohio",323.6842105263158
1039,"Harrison, Texas",433.8157894736842
1040,"Harrison, West Virginia",546.25
1041,"Hartford, Connecticut",87.55700325732899
1042,"Hartley, Texas",1120.909090909091
1043,"Harvey, Kansas",722.5
1044,"Haskell, Kansas",750.0
1045,"Haskell, Oklahoma",540.7142857142857
1046,"Haskell, Texas",586.4285714285714
1047,"Hawaii, Hawaii",131.44736842105263
1048,"Hawkins, Tennessee",155.0
1049,"Hayes, Nebraska",725.0
1050,"Hays, Texas",1323.1952662721894
1051,"Haywood, North Carolina",140.8695652173913
1052,"Hemphill, Texas",1290.0
1053,"Hempstead, Arkansas",238.94736842105263
1054,"Henderson, Illinois",1798.888888888889
1055,"Henderson, Kentucky",144.375
1056,"Henderson, North Carolina",131.34615384615384
1057,"Henderson, Tennessee",237.5
1058,"Henderson, Texas",174.05882352941177
1059,"Hendricks, Indiana",485.8333333333333
1060,"Hendry, Florida",581.7391304347826
1061,"Hennepin, Minnesota",1031.8699186991869
1062,"Henrico, Virginia",413.3333333333333
1063,"Henry, Alabama",197.03703703703704
1064,"Henry, Illinois",1524.6478873239437
1065,"Henry, Indiana",820.0
1066,"Henry, Iowa",1846.3636363636363
1067,"Henry, Missouri",500.0
1068,"Henry, Ohio",1222.2727272727273
1069,"Henry, Tennessee",125.0
1070,"Henry, Virginia",44.61538461538461
1071,"Herkimer, New York",152.61363636363637
1072,"Hernando, Florida",95.59808612440192
1073,"Hertford, North Carolina",892.5
1074,"Hickman, Kentucky",65.45454545454545
1075,"Hickman, Tennessee",0.0
1076,"Hickory, Missouri",181.6216216216216
1077,"Hidalgo, New Mexico",4021.150442477876
1078,"Hidalgo, Texas",474.71204188481676
1079,"Highland, Ohio",275.7142857142857
1080,"Highland, Virginia",0.0
1081,"Highlands, Florida",233.26797385620915
1082,"Hill, Montana",515.625
1083,"Hill, Texas",893.1858407079646
1084,"Hills, Florida",278.4342857142857
1085,"Hills, New Hampshire",519.032967032967
1086,"Hillsborough county, Florida",476.6666666666667
1087,"Hillsborough county, New Hampshire",0.0
1088,"Hillsborough, Florida",317.8688524590164
1089,"Hillsborough, New Hampshire",351.42857142857144
1090,"Hillsdale, Michigan",397.46666666666664
1091,"Hitchcock, Nebraska",1007.2727272727273
1092,"Hocking, Ohio",35.0
1093,"Hockley, Texas",3801.6022099447514
1094,"Hodgeman, Kansas",1019.0
1095,"Hoke, North Carolina",25.0
1096,"Holmes, Florida",28.833333333333332
1097,"Holmes, Ohio",286.3888888888889
1098,"Holt, Missouri",1129.342105263158
1099,"Holt, Nebraska",754.8717948717949
1100,"Honolulu, Hawaii",48.75
1101,"Hood river, Oregon",0.0
1102,"Hood, Texas",447.3006134969325
1103,"Hooker, Nebraska",282.0
1104,"Hoonah-angoon, Alaska",40.0
1105,"Hopewell, Virginia",683.3333333333334
1106,"Hopkins, Kentucky",584.0
1107,"Hopkins, Texas",1072.0
1108,"Horry, South Carolina",3229.3714285714286
1109,"Hot spring, Arkansas",0.0
1110,"Hot springs, Wyoming",366.6666666666667
1111,"Houghton, Michigan",42.75
1112,"Houston, Alabama",381.29411764705884
1113,"Houston, Minnesota",1234.1379310344828
1114,"Houston, Texas",259.0
1115,"Howard, Arkansas",622.0
1116,"Howard, Indiana",875.8823529411765
1117,"Howard, Iowa",460.0
1118,"Howard, Maryland",0.0
1119,"Howard, Missouri",1255.0
1120,"Howard, Nebraska",257.5
1121,"Howard, Texas",544.2857142857143
1122,"Howell, Missouri",15.128205128205128
1123,"Hubbard, Minnesota",854.0540540540541
1124,"Hudson, New Jersey",61.0
1125,"Hudspeth, Texas",1860.5555555555557
1126,"Hughes, Oklahoma",106.66666666666667
1127,"Hughes, South Dakota",0.0
1128,"Humboldt, California",100.34482758620689
1129,"Humboldt, Iowa",303.3333333333333
1130,"Humboldt, Nevada",338.46938775510205
1131,"Humphreys, Tennessee",0.0
1132,"Hunt, Texas",795.6626506024096
1133,"Hunterdon, New Jersey",90.34693877551021
1134,"Huntingdon, Pennsylvania",77.22222222222223
1135,"Huntington, Indiana",840.0
1136,"Huron, Michigan",378.23204419889504
1137,"Huron, Ohio",460.4761904761905
1138,"Hutchinson, South Dakota",1380.0
1139,"Hutchinson, Texas",1151.2
1140,"Hyde, North Carolina",63.75
1141,"Iberia parish, Louisiana",100.0
1142,"Iberia, Louisiana",198.0
1143,"Iberville, Louisiana",279.44444444444446
1144,"Ida, Iowa",500.0
1145,"Idaho, Idaho",381.6216216216216
1146,"Imperial, California",810.0
1147,"Independence, Arkansas",504.9122807017544
1148,"Indian river, Florida",298.38709677419354
1149,"Indiana, Pennsylvania",124.0
1150,"Ingham, Michigan",339.4423791821561
1151,"Inyo, California",1206.1572052401746
1152,"Ionia, Michigan",344.48275862068965
1153,"Iosco, Michigan",89.58333333333333
1154,"Iowa, Iowa",485.0
1155,"Iowa, Wisconsin",529.5736434108527
1156,"Iredell, North Carolina",209.6140350877193
1157,"Irion, Texas",1096.0
1158,"Iron, Michigan",32.450980392156865
1159,"Iron, Missouri",1100.2564102564102
1160,"Iron, Utah",210.25641025641025
1161,"Iron, Wisconsin",16.25
1162,"Iroquois, Illinois",1125.7142857142858
1163,"Isabella, Michigan",361.4659685863874
1164,"Isanti, Minnesota",1077.9310344827586
1165,"Island, Washington",159.55974842767296
1166,"Isle of wight, Virginia",4292.917505030181
1167,"Itasca, Minnesota",1045.2941176470588
1168,"Izard, Arkansas",500.1290322580645
1169,"Jack, Texas",428.0
1170,"Jackson county, Florida",116.66666666666667
1171,"Jackson, Alabama",239.31034482758622
1172,"Jackson, Arkansas",95.0
1173,"Jackson, Florida",42.926829268292686
1174,"Jackson, Indiana",530.0
1175,"Jackson, Iowa",500.0
1176,"Jackson, Kansas",225.71428571428572
1177,"Jackson, Louisiana",209.04761904761904
1178,"Jackson, Michigan",393.943661971831
1179,"Jackson, Minnesota",1204.0740740740741
1180,"Jackson, Missouri",104.61538461538461
1181,"Jackson, North Carolina",68.45070422535211
1182,"Jackson, Ohio",492.22222222222223
1183,"Jackson, Oklahoma",220.0
1184,"Jackson, Oregon",254.7945205479452
1185,"Jackson, South Dakota",200.0
1186,"Jackson, Texas",823.0769230769231
1187,"Jackson, West Virginia",1521.6666666666667
1188,"Jackson, Wisconsin",116.77966101694915
1189,"James city, Virginia",751.4285714285714
1190,"Jasper county, Missouri",200.0
1191,"Jasper, Illinois",535.0
1192,"Jasper, Indiana",179.64285714285714
1193,"Jasper, Missouri",670.7692307692307
1194,"Jasper, South Carolina",246.31578947368422
1195,"Jasper, Texas",274.82142857142856
1196,"Jay, Indiana",1393.0
1197,"Jeff davis, Texas",2310.9523809523807
1198,"Jefferson county, Florida",66.66666666666667
1199,"Jefferson county, Pennsylvania",0.0
1200,"Jefferson davis, Louisiana",183.07692307692307
1201,"Jefferson, Alabama",488.3333333333333
1202,"Jefferson, Arkansas",0.0
1203,"Jefferson, Florida",102.94117647058823
1204,"Jefferson, Idaho",226.08695652173913
1205,"Jefferson, Indiana",165.0
1206,"Jefferson, Iowa",1200.0
1207,"Jefferson, Kansas",220.93023255813952
1208,"Jefferson, Kentucky",72.85714285714286
1209,"Jefferson, Louisiana",482.10526315789474
1210,"Jefferson, Missouri",625.1923076923077
1211,"Jefferson, Montana",841.1111111111111
1212,"Jefferson, Nebraska",546.5
1213,"Jefferson, New York",755.9798994974874
1214,"Jefferson, Ohio",85.0
1215,"Jefferson, Oklahoma",888.0
1216,"Jefferson, Oregon",198.88888888888889
1217,"Jefferson, Pennsylvania",240.0
1218,"Jefferson, Tennessee",320.0
1219,"Jefferson, Texas",263.39285714285717
1220,"Jefferson, Washington",0.0
1221,"Jefferson, West Virginia",203.8709677419355
1222,"Jefferson, Wisconsin",532.0930232558139
1223,"Jennings, Indiana",561.6666666666666
1224,"Jerome, Idaho",497.27272727272725
1225,"Jersey, Illinois",170.0
1226,"Jessamine, Kentucky",1380.0
1227,"Jewell, Kansas",227.77777777777777
1228,"Jim hogg, Texas",1643.3333333333333
1229,"Jim wells, Texas",911.8518518518518
1230,"Jo daviess, Illinois",1141.0
1231,"Johnson, Arkansas",0.0
1232,"Johnson, Illinois",1315.0
1233,"Johnson, Indiana",788.5714285714286
1234,"Johnson, Iowa",371.3207547169811
1235,"Johnson, Kansas",807.6377952755905
1236,"Johnson, Missouri",614.4117647058823
1237,"Johnson, Nebraska",1232.972972972973
1238,"Johnson, Tennessee",52.0
1239,"Johnson, Texas",1416.5107913669065
1240,"Johnson, Wyoming",246.15384615384616
1241,"Johnston, North Carolina",216.70886075949366
1242,"Johnston, Oklahoma",8.461538461538462
1243,"Jones, Iowa",178.57142857142858
1244,"Jones, North Carolina",244.54545454545453
1245,"Jones, Texas",283.3333333333333
1246,"Josephine, Oregon",40.68181818181818
1247,"Juab, Utah",197.27272727272728
1248,"Judith basin, Montana",482.5
1249,"Juneau city and, Alaska",0.0
1250,"Juneau, Alaska",76.66666666666667
1251,"Juneau, Wisconsin",468.9072164948454
1252,"Juniata, Pennsylvania",7.857142857142857
1253,"Kalamazoo, Michigan",230.20408163265307
1254,"Kalkaska, Michigan",57.5
1255,"Kanabec, Minnesota",1185.5555555555557
1256,"Kanawha, West Virginia",355.0
1257,"Kandiyohi, Minnesota",1396.2037037037037
1258,"Kane, Illinois",819.0909090909091
1259,"Kane, Utah",189.5
1260,"Kankakee, Illinois",628.5294117647059
1261,"Karnes, Texas",872.5
1262,"Kauai, Hawaii",25.668789808917197
1263,"Kaufman, Texas",427.89473684210526
1264,"Kay, Oklahoma",187.14285714285714
1265,"Kearney, Nebraska",504.77272727272725
1266,"Kearny, Kansas",929.0909090909091
1267,"Keith, Nebraska",759.1666666666666
1268,"Kenai peninsula, Alaska",74.85714285714286
1269,"Kendall, Illinois",844.5714285714286
1270,"Kendall, Texas",2013.8461538461538
1271,"Kenedy, Texas",1851.0
1272,"Kennebec, Maine",258.27272727272725
1273,"Kenosha, Wisconsin",561.1744966442953
1274,"Kent, Maryland",166.66666666666666
1275,"Kent, Michigan",209.80263157894737
1276,"Kent, Rhode Island",356.94444444444446
1277,"Kent, Texas",542.5
1278,"Keokuk, Iowa",840.0
1279,"Kern, California",1168.8905216752387
1280,"Kerr, Texas",1246.0220994475137
1281,"Kershaw, South Carolina",74.28571428571429
1282,"Ketchikan gateway, Alaska",0.0
1283,"Kewaunee, Wisconsin",517.6923076923077
1284,"Keweenaw, Michigan",78.88888888888889
1285,"Keya paha, Nebraska",293.3333333333333
1286,"Kidder, North Dakota",887.5
1287,"Kimball, Nebraska",678.3333333333334
1288,"Kimble, Texas",308.75
1289,"King and queen, Virginia",1231.3333333333333
1290,"King george, Virginia",612.5
1291,"King william, Virginia",792.1951219512196
1292,"King, Texas",145.0
1293,"King, Washington",66.82857142857142
1294,"Kingfisher, Oklahoma",161.42857142857142
1295,"Kingman, Kansas",261.1111111111111
1296,"Kings, California",610.327868852459
1297,"Kingsbury, South Dakota",300.0
1298,"Kinney, Texas",395.0
1299,"Kiowa, Kansas",241.33333333333334
1300,"Kiowa, Oklahoma",93.33333333333333
1301,"Kitsap, Washington",17.085561497326204
1302,"Kittitas, Washington",120.20833333333333
1303,"Kittson, Minnesota",1224.4897959183672
1304,"Klamath, Oregon",115.63380281690141
1305,"Kleberg, Texas",748.974358974359
1306,"Klickitat, Washington",355.90909090909093
1307,"Knox, Illinois",2269.387755102041
1308,"Knox, Indiana",595.8333333333334
1309,"Knox, Maine",417.3333333333333
1310,"Knox, Nebraska",1094.609375
1311,"Knox, Ohio",371.1764705882353
1312,"Knox, Tennessee",560.0
1313,"Knox, Texas",793.0
1314,"Kodiak island, Alaska",35.0
1315,"Koochiching county, Minnesota",608.4615384615385
1316,"Kootenai, Idaho",75.36912751677852
1317,"Kosciusko, Indiana",532.2972972972973
1318,"Kossuth, Iowa",582.5
1319,"La crosse, Wisconsin",521.9621513944223
1320,"La grange, Indiana",750.0
1321,"La paz, Arizona",2740.277777777778
1322,"La porte, Indiana",39.09090909090909
1323,"La salle, Illinois",402.5
1324,"La salle, Louisiana",169.23076923076923
1325,"La salle, Texas",501.25
1326,"Labette, Kansas",315.2083333333333
1327,"Lac qui parle, Minnesota",1255.2631578947369
1328,"Lackawanna, Pennsylvania",0.0
1329,"Laclede, Missouri",226.54545454545453
1330,"Lafayette parish, Louisiana",270.0
1331,"Lafayette, Arkansas",204.11764705882354
1332,"Lafayette, Florida",8.75
1333,"Lafayette, Louisiana",216.69565217391303
1334,"Lafayette, Missouri",245.33333333333334
1335,"Lafayette, Wisconsin",542.2408026755853
1336,"Lafourche, Louisiana",688.3333333333334
1337,"Lagrange, Indiana",553.3333333333334
1338,"Lake and peninsula, Alaska",114.54545454545455
1339,"Lake of the woods, Minnesota",1376.0
1340,"Lake, California",126.95970695970696
1341,"Lake, Florida",110.41390728476821
1342,"Lake, Illinois",864.8550724637681
1343,"Lake, Indiana",612.1276595744681
1344,"Lake, Michigan",45.12820512820513
1345,"Lake, Minnesota",1223.4615384615386
1346,"Lake, Montana",310.51724137931035
1347,"Lake, Ohio",105.0
1348,"Lake, Oregon",373.3333333333333
1349,"Lake, South Dakota",1375.0
1350,"Lamar, Alabama",0.0
1351,"Lamar, Texas",1406.6666666666667
1352,"Lamb, Texas",1907.5862068965516
1353,"Lamoille, Vermont",37.36842105263158
1354,"Lamoure, North Dakota",1242.5
1355,"Lampasas, Texas",226.66666666666666
1356,"Lancaster county, Pennsylvania",48.333333333333336
1357,"Lancaster, Nebraska",609.9305555555555
1358,"Lancaster, Pennsylvania",243.9938080495356
1359,"Lancaster, South Carolina",665.0
1360,"Lancaster, Virginia",2500.0
1361,"Lander, Nevada",436.6666666666667
1362,"Lane, Kansas",3261.1111111111113
1363,"Lane, Oregon",40.28846153846154
1364,"Langlade, Wisconsin",491.9631901840491
1365,"Lapeer, Michigan",690.6666666666666
1366,"Laporte, Indiana",253.71428571428572
1367,"Laramie, Wyoming",554.3478260869565
1368,"Lasalle, Illinois",806.9491525423729
1369,"Lassen, California",167.75
1370,"Latah, Idaho",496.74418604651163
1371,"Latimer, Oklahoma",150.0
