,county,alkalinity
1343,"Ripley, Missouri",217125.0
1344,"Ritchie, West Virginia",51273.97260273973
1345,"Riverside, California",162727.27272727274
1346,"Roane, West Virginia",31456.25
1347,"Roanoke, Virginia",101859.34959349594
1348,"Roberts, Texas",179333.33333333334
1349,"Robertson, Texas",267312.5
1350,"Robeson, North Carolina",21328.76712328767
1351,"Rock island, Illinois",187911.04294478527
1352,"Rockbridge, Virginia",107778.35051546391
1353,"Rockcastle, Kentucky",114604.6835443038
1354,"Rockingham, North Carolina",22727.30909090909
1355,"Rockingham, Virginia",135074.5283018868
1356,"Roger mills, Oklahoma",237266.66666666666
1357,"Rogers, Oklahoma",94522.14452214452
1358,"Rolette, North Dakota",352250.0
1359,"Rooks, Kansas",244730.0
1360,"Roosevelt, Montana",177866.66666666666
1361,"Roosevelt, New Mexico",197777.77777777778
1362,"Rosebud, Montana",135972.22222222222
1363,"Rowan, Kentucky",30532.467532467534
1364,"Rowan, North Carolina",33704.91803278688
1365,"Runnels, Texas",109416.66666666667
1366,"Rush, Kansas",257714.2857142857
1367,"Rusk, Texas",299877.55102040817
1368,"Russell, Alabama",36560.61946902655
1369,"Russell, Kansas",214398.93617021278
1370,"Russell, Kentucky",60302.32558139535
1371,"Russell, Virginia",201370.07299270073
1372,"Rutherford, North Carolina",24929.6
1373,"Rutland, Vermont",138750.0
1374,"Sabine, Louisiana",267586.4864864865
1375,"Sabine, Texas",155347.8260869565
1376,"Sagadahoc, Maine",109382.60869565218
1377,"Saint bernard, Louisiana",6900.0
1378,"Saint francois, Missouri",280368.4210526316
1379,"Saint james, Louisiana",98850.0
1380,"Saint landry, Louisiana",137750.0
1381,"Saint lawrence, New York",169000.0
1382,"Saint louis, Minnesota",100413.46153846153
1383,"Saint louis, Missouri",192250.0
1384,"Saint tammany, Louisiana",185885.7142857143
1385,"Salem, New Jersey",61279.3006993007
1386,"Salem, Virginia",150532.46753246753
1387,"Saline, Illinois",109125.0
1388,"Saline, Kansas",188874.22680412373
1389,"Salt lake, Utah",133695.2606635071
1390,"Sampson, North Carolina",74285.71428571429
1391,"San augustine, Texas",283280.0
1392,"San bernardino county, California",170000.0
1393,"San diego county, California",95000.0
1394,"San diego, California",127333.33333333333
1395,"San jacinto, Texas",239450.54945054944
1396,"San juan, New Mexico",100134.12322274882
1397,"San juan, Utah",102803.4965034965
1398,"San miguel, New Mexico",110320.89552238806
1399,"San patricio, Texas",271416.6666666667
1400,"San saba, Texas",348555.55555555556
1401,"Sandoval, New Mexico",293454.54545454547
1402,"Sandusky, Ohio",337750.0
1403,"Sangamon, Illinois",153683.2298136646
1404,"Santa fe, New Mexico",139107.8125
1405,"Saratoga, New York",72506.79389312977
1406,"Sargent, North Dakota",240780.0
1407,"Schenectady, New York",227000.0
1408,"Schleicher, Texas",201375.0
1409,"Schoharie, New York",60106.25
1410,"Schuyler, Illinois",400000.0
1411,"Schuylkill, Pennsylvania",8160.856423173804
1412,"Scotland, Missouri",88373.97260273973
1413,"Scotland, North Carolina",44858.055555555555
1414,"Scott, Illinois",89600.0
1415,"Scott, Indiana",91858.82352941176
1416,"Scott, Iowa",357777.77777777775
1417,"Scott, Kansas",215888.88888888888
1418,"Scott, Kentucky",177357.14285714287
1419,"Scott, Missouri",196837.5
1420,"Scott, Virginia",147437.22627737228
1421,"Scurry, Texas",220470.58823529413
1422,"Sedgwick, Kansas",157705.11182108626
1423,"Seminole, Oklahoma",43489.94082840237
1424,"Seneca, New York",103750.0
1425,"Seneca, Ohio",205000.0
1426,"Sequoyah, Oklahoma",55789.877300613494
1427,"Seward, Kansas",176708.33333333334
1428,"Shackelford, Texas",104500.0
1429,"Shannon, Missouri",209333.33333333334
1430,"Shawnee, Kansas",189334.0206185567
1431,"Shelby, Alabama",138579.52218430035
1432,"Shelby, Illinois",383377.39130434784
1433,"Shelby, Iowa",336666.6666666667
1434,"Shelby, Kentucky",110439.71631205674
1435,"Shelby, Missouri",96602.7397260274
1436,"Shelby, Ohio",346234.0
1437,"Shelby, Texas",359660.37735849054
1438,"Shenandoah, Virginia",167820.0
1439,"Sherburne, Minnesota",740000.0
1440,"Sheridan, Kansas",194083.33333333334
1441,"Sheridan, Montana",477444.44444444444
1442,"Sheridan, North Dakota",695000.0
1443,"Sheridan, Wyoming",55087.28323699422
1444,"Sherman, Kansas",164285.7142857143
1445,"Sherman, Texas",195375.0
1446,"Shoshone, Idaho",95400.0
1447,"Silverbow, Montana",54855.555555555555
1448,"Simpson, Kentucky",117657.53424657535
1449,"Sioux, Iowa",260000.0
1450,"Sioux, North Dakota",645500.0
1451,"Slope, North Dakota",521000.0
1452,"Smith, Kansas",273642.85714285716
1453,"Smith, Texas",180862.06896551725
1454,"Smyth, Virginia",94355.1724137931
1455,"Snyder, Pennsylvania",21854.529914529914
1456,"Socorro, New Mexico",148000.0
1457,"Somerset, Maine",28364.70588235294
1458,"Somerset, New Jersey",64978.5145482389
1459,"Somerset, Pennsylvania",31081.16883116883
1460,"Somervell, Texas",303543.47826086957
1461,"Southampton, Virginia",187025.67567567568
1462,"Southeast fairbanks, Alaska",514600.0
1463,"Spartanburg, South Carolina",16333.035714285714
1464,"Spotsylvania, Virginia",27895.69230769231
1465,"St clair, Alabama",107500.0
1466,"St clair, Illinois",130000.0
1467,"St helena, Louisiana",126700.0
1468,"St landry, Louisiana",233971.42857142858
1469,"St louis, Missouri",281000.0
1470,"St tammany, Louisiana",142018.18181818182
1471,"St. bernard, Louisiana",96600.0
1472,"St. charles, Louisiana",91700.0
1473,"St. charles, Missouri",178181.25
1474,"St. clair county, Missouri",243000.0
1475,"St. clair, Alabama",135301.88679245283
1476,"St. clair, Illinois",147255.1724137931
1477,"St. clair, Missouri",214666.66666666666
1478,"St. francois, Missouri",292272.7272727273
1479,"St. helena, Louisiana",177533.33333333334
1480,"St. james, Louisiana",102500.0
1481,"St. john the baptist parish, Louisiana",108900.0
1482,"St. john the baptist, Louisiana",186400.0
1483,"St. joseph, Indiana",255000.0
1484,"St. landry, Louisiana",230497.22222222222
1485,"St. lawrence, New York",21218.055555555555
1486,"St. louis city, Missouri",142181.81818181818
1487,"St. louis, Minnesota",56655.737704918036
1488,"St. martin parish, Louisiana",422100.0
1489,"St. martin, Louisiana",313334.28571428574
1490,"St. mary parish, Louisiana",204475.0
1491,"St. mary, Louisiana",173360.0
1492,"St. tammany parish, Louisiana",126616.66666666667
1493,"St. tammany, Louisiana",160835.88235294117
1494,"Stafford, Kansas",186705.88235294117
1495,"Stafford, Virginia",25808.5
1496,"Stanly, North Carolina",30580.35714285714
1497,"Stanton, Kansas",159500.0
1498,"Stark, Illinois",95119.04761904762
1499,"Stark, North Dakota",148278.94736842104
1500,"Starr, Texas",138707.31707317074
1501,"Staunton, Virginia",135616.43835616438
1502,"Ste. genevieve, Missouri",265600.0
1503,"Stearns, Minnesota",187179.4871794872
1504,"Stephens, Oklahoma",150241.63568773234
1505,"Stephens, Texas",106833.33333333333
1506,"Stephenson, Illinois",315600.0
1507,"Sterling, Texas",265000.0
1508,"Stevens, Kansas",174571.42857142858
1509,"Stevens, Minnesota",320000.0
1510,"Stoddard, Missouri",194961.11111111112
1511,"Stokes, North Carolina",60961.18421052631
1512,"Stone, Missouri",267448.97959183675
1513,"Stonewall, Texas",254250.0
1514,"Story, Iowa",288000.0
1515,"Stutsman, North Dakota",326958.3333333333
1516,"Sublette, Wyoming",8556.25
1517,"Suffolk city, Virginia",345666.6666666667
1518,"Suffolk, Virginia",99184.02597402598
1519,"Sullivan, Missouri",80142.06896551725
1520,"Sullivan, New York",70714.28571428571
1521,"Summers, West Virginia",54972.72727272727
1522,"Summit, Ohio",215000.0
1523,"Summit, Utah",191142.85714285713
1524,"Sumner, Kansas",118689.2156862745
1525,"Sumter, Alabama",49340.49180327869
1526,"Sumter, South Carolina",30000.0
1527,"Surry, North Carolina",38862.04678362573
1528,"Surry, Virginia",202800.0
1529,"Susquehanna, Pennsylvania",25759.615384615383
1530,"Sussex, New Jersey",209353.68055555556
1531,"Sussex, Virginia",146153.84615384616
1532,"Sutton, Texas",237214.2857142857
1533,"Swain, North Carolina",30632.20588235294
1534,"Sweet grass, Montana",101133.33333333333
1535,"Sweetwater county, Wyoming",142736.11111111112
1536,"Sweetwater, Wyoming",140324.07407407407
1537,"Swisher, Texas",319166.6666666667
1538,"Talladega, Alabama",43342.91925465839
1539,"Tallapoosa, Alabama",15831.25
1540,"Taney, Missouri",144359.08450704225
1541,"Tangipahoa parish, Louisiana",204350.0
1542,"Tangipahoa, Louisiana",111325.0
1543,"Taos, New Mexico",172500.0
1544,"Tarrant, Texas",273848.2972136223
1545,"Taylor, Kentucky",58454.545454545456
1546,"Taylor, Texas",150413.7931034483
1547,"Taylor, West Virginia",22687.5
1548,"Tazewell, Illinois",363845.07042253524
1549,"Tazewell, Virginia",128055.97826086957
1550,"Tensas, Louisiana",115150.0
1551,"Terrebonne, Louisiana",65800.0
1552,"Terrell, Texas",194000.0
1553,"Terry, Texas",224777.77777777778
1554,"Teton, Montana",265893.9393939394
1555,"Teton, Wyoming",71479.45205479451
1556,"Texas, Missouri",231333.33333333334
1557,"Thomas, Kansas",188928.57142857142
1558,"Throckmorton, Texas",125833.33333333333
1559,"Tillamook, Oregon",26650.0
1560,"Tillman, Oklahoma",160476.19047619047
1561,"Tioga county, Pennsylvania",14087.5
1562,"Tioga, Pennsylvania",66777.6119402985
1563,"Tipton, Indiana",335600.0
1564,"Titus, Texas",166142.85714285713
1565,"Todd, Kentucky",80805.3488372093
1566,"Tolland, Connecticut",40771.098265895955
1567,"Tom green, Texas",309200.0
1568,"Tooele, Utah",67115.38461538461
1569,"Toole, Montana",255666.66666666666
1570,"Torrance, New Mexico",335571.4285714286
1571,"Towner, North Dakota",110000.0
1572,"Traill, North Dakota",209680.0
1573,"Transylvania, North Carolina",9532.520325203252
1574,"Travis, Texas",220729.23076923078
1575,"Treasure, Montana",227283.7837837838
1576,"Trego, Kansas",199833.33333333334
1577,"Trigg, Kentucky",161840.0
1578,"Trinity, Texas",253930.23255813954
1579,"Trumbull, Ohio",401200.0
1580,"Tucker, West Virginia",38434.20118343195
1581,"Tulsa, Oklahoma",96789.52772073922
1582,"Tuscaloosa, Alabama",20963.641791044774
1583,"Tyler, Texas",125032.7868852459
1584,"Tyler, West Virginia",44983.21678321678
1585,"Uinta, Wyoming",147486.11111111112
1586,"Uintah, Utah",68457.74647887323
1587,"Umatilla, Oregon",57816.666666666664
1588,"Union parish, Louisiana",274500.0
1589,"Union, Illinois",46855.26315789474
1590,"Union, Kentucky",91886.09271523179
1591,"Union, Louisiana",230337.14285714287
1592,"Union, New Jersey",75340.90909090909
1593,"Union, New Mexico",200000.0
1594,"Union, North Carolina",34295.94594594595
1595,"Union, Pennsylvania",15094.52380952381
1596,"Union, South Carolina",28138.88888888889
1597,"Upshur, Texas",178924.24242424243
1598,"Upshur, West Virginia",15279.785714285714
1599,"Upton, Texas",228333.33333333334
1600,"Utah, Utah",131800.0
1601,"Uvalde, Texas",236888.88888888888
1602,"Val verde, Texas",199534.24657534246
1603,"Valdez-cordova, Alaska",13750.0
1604,"Valencia, New Mexico",120666.66666666667
1605,"Valley, Idaho",27954.285714285714
1606,"Valley, Montana",148553.68421052632
1607,"Van wert, Ohio",188541.53846153847
1608,"Van zandt, Texas",117487.80487804877
1609,"Vance, North Carolina",37934.52380952381
1610,"Vanderburgh, Indiana",80969.69696969698
1611,"Venango, Pennsylvania",41447.74193548387
1612,"Vermilion, Illinois",120089.43089430894
1613,"Vermilion, Louisiana",258069.23076923078
1614,"Vermillion, Indiana",280000.0
1615,"Vernon, Louisiana",101912.12121212122
1616,"Vernon, Missouri",246363.63636363635
1617,"Victoria, Texas",280151.51515151514
1618,"Wabash, Illinois",239437.5
1619,"Wabaunsee, Kansas",166575.62189054728
1620,"Wade hampton, Alaska",112644.66019417475
1621,"Wagoner, Oklahoma",91036.11111111111
1622,"Wake, North Carolina",38964.73401877515
1623,"Waldo, Maine",94628.3185840708
1624,"Walker, Alabama",35190.31775700935
1625,"Walker, Texas",188014.2857142857
1626,"Wallace, Kansas",137571.42857142858
1627,"Waller, Texas",192397.8494623656
1628,"Walsh, North Dakota",225841.02564102566
1629,"Wapello, Iowa",206736.11111111112
1630,"Ward, North Dakota",615912.0
1631,"Ward, Texas",140500.0
1632,"Warren, Illinois",370000.0
1633,"Warren, Indiana",237250.0
1634,"Warren, Kentucky",110807.69230769231
1635,"Warren, New Jersey",91638.41255060727
1636,"Warren, New York",30675.652173913044
1637,"Warren, Ohio",247945.45454545456
1638,"Warren, Pennsylvania",12072.5
1639,"Warren, Virginia",129573.74301675978
1640,"Wasatch, Utah",170294.57364341084
1641,"Wasco, Oregon",36277.551020408166
1642,"Washington parish, Louisiana",212250.0
1643,"Washington, Alabama",108448.48484848485
1644,"Washington, Illinois",81332.53012048193
1645,"Washington, Indiana",128295.45454545454
1646,"Washington, Iowa",127777.77777777778
1647,"Washington, Kansas",190623.5294117647
1648,"Washington, Kentucky",106592.1052631579
1649,"Washington, Louisiana",68085.0
1650,"Washington, Maine",78427.4322169059
1651,"Washington, Missouri",311555.55555555556
1652,"Washington, Nebraska",184380.0
1653,"Washington, New York",31622.90322580645
1654,"Washington, Oklahoma",82383.56164383562
1655,"Washington, Oregon",31246.753246753247
1656,"Washington, Pennsylvania",97312.37623762376
1657,"Washington, Rhode Island",29569.767441860466
1658,"Washington, Texas",244693.8775510204
1659,"Washington, Utah",177819.26605504588
1660,"Washington, Vermont",118984.61538461539
1661,"Washington, Virginia",139572.72727272726
1662,"Washoe, Nevada",73364.4171779141
1663,"Watauga, North Carolina",17364.917647058825
1664,"Wayne, Illinois",102828.76712328767
1665,"Wayne, Indiana",208888.88888888888
1666,"Wayne, Kentucky",54226.666666666664
1667,"Wayne, Missouri",97849.31506849315
1668,"Wayne, New York",100000.0
1669,"Wayne, North Carolina",29071.604938271605
1670,"Wayne, Ohio",227000.0
1671,"Wayne, Pennsylvania",104000.0
1672,"Wayne, West Virginia",92296.9111969112
1673,"Waynesboro city, Virginia",74100.0
1674,"Webb county, Texas",116333.33333333333
1675,"Webb, Texas",175878.78787878787
1676,"Weber, Utah",168231.6513761468
1677,"Webster, Iowa",390000.0
1678,"Webster, Kentucky",81538.51351351352
1679,"Webster, Louisiana",134039.1891891892
1680,"Webster, Missouri",171909.0909090909
1681,"Webster, West Virginia",16181.896551724138
1682,"Wells, North Dakota",411880.0
1683,"West baton rouge, Louisiana",150538.46153846153
1684,"West carroll parish, Louisiana",225625.0
1685,"West carroll, Louisiana",273561.53846153844
1686,"West feliciana, Louisiana",173175.0
1687,"Westchester, New York",14660.562913907284
1688,"Westmoreland, Pennsylvania",25041.64383561644
1689,"Westmoreland, Virginia",242781.6091954023
1690,"Wetzel, West Virginia",50315.78947368421
1691,"Wharton, Texas",235541.66666666666
1692,"Wheatland, Montana",387352.9411764706
1693,"Wheeler, Texas",197615.38461538462
1694,"White pine, Nevada",167333.33333333334
1695,"White, Illinois",133600.0
1696,"White, Indiana",249400.0
1697,"Whiteside, Illinois",278750.0
1698,"Whitley, Kentucky",75705.47945205479
1699,"Wichita, Kansas",171916.66666666666
1700,"Wichita, Texas",105238.09523809524
1701,"Wilbarger, Texas",232333.33333333334
1702,"Wilcox, Alabama",80110.56910569106
1703,"Wilkes, North Carolina",12769.902912621359
1704,"Will, Illinois",261231.72932330827
1705,"Willacy county, Texas",81000.0
1706,"Willacy, Texas",87166.66666666667
1707,"Williams, North Dakota",147998.48484848486
1708,"Williamson, Illinois",57669.06474820144
1709,"Williamson, Texas",251713.17829457365
1710,"Wilson, Kansas",149569.44444444444
1711,"Wilson, North Carolina",15461.210191082802
1712,"Wilson, Texas",158690.9090909091
1713,"Winchester, Virginia",136542.33576642335
1714,"Windham, Connecticut",25306.60387096774
1715,"Windham, Vermont",78684.84848484848
1716,"Windsor, Vermont",107166.66666666667
1717,"Winkler, Texas",120125.0
1718,"Winn, Louisiana",269003.8461538461
1719,"Winnebago, Illinois",318342.85714285716
1720,"Winneshiek, Iowa",250000.0
1721,"Winston, Alabama",13198.2
1722,"Wise, Texas",219144.23076923078
1723,"Wise, Virginia",71382.05787781351
1724,"Wolfe, Kentucky",28600.0
1725,"Wood, Ohio",226666.66666666666
1726,"Wood, Texas",162843.47826086957
1727,"Wood, West Virginia",31352.11267605634
1728,"Woodbury, Iowa",315109.0909090909
1729,"Woodford, Illinois",318904.7619047619
1730,"Woodford, Kentucky",94802.81690140846
1731,"Woods, Oklahoma",107658.33333333333
1732,"Woodson, Kansas",63858.333333333336
1733,"Worth, Iowa",345000.0
1734,"Wright, Iowa",370000.0
1735,"Wright, Missouri",225571.42857142858
1736,"Wyandotte, Kansas",190162.16216216216
1737,"Wyoming, Pennsylvania",139200.0
1738,"Wyoming, West Virginia",103356.6265060241
1739,"Wythe, Virginia",87109.375
1740,"Yadkin, North Carolina",25670.535714285714
1741,"Yamhill, Oregon",37050.84745762712
1742,"Yancey, North Carolina",13768.518518518518
1743,"Yellowstone, Montana",121219.58471760797
1744,"Yoakum, Texas",209444.44444444444
1745,"York, Maine",33349.596774193546
1746,"York, Pennsylvania",62597.96610169492
1747,"York, South Carolina",31802.46835443038
1748,"York, Virginia",92916.66666666667
1749,"Young, Texas",134428.57142857142
1750,"Yukon-koyukuk census area, Alaska",427500.0
1751,"Yukon-koyukuk, Alaska",158252.83018867925
1752,"Yuma, Arizona",158333.33333333334
1753,"Zapata county, Texas",124000.0
1754,"Zapata, Texas",97666.66666666667
1755,"Zavala, Texas",224277.77777777778
