,county,hexachlorobenzene
803,"Gladwin, Michigan",0.0
804,"Glasscock, Texas",0.0
805,"Gloucester, New Jersey",0.0
806,"Gogebic, Michigan",0.0
807,"Golden valley, Montana",0.0
808,"Goliad, Texas",0.0
809,"Gonzales, Texas",0.0
810,"Goochland, Virginia",0.0
811,"Goodhue, Minnesota",0.0
812,"Gooding, Idaho",0.0
813,"Goshen, Wyoming",0.0
814,"Gosper, Nebraska",0.0
815,"Grafton, New Hampshire",0.0
816,"Graham county, Arizona",0.0
817,"Graham, Arizona",0.0
818,"Graham, North Carolina",0.0
819,"Grand isle, Vermont",0.0
820,"Grand traverse, Michigan",0.0
821,"Grand, Utah",0.0
822,"Granite, Montana",0.0
823,"Grant, Arkansas",0.0
824,"Grant, Indiana",0.0
825,"Grant, Kansas",0.0
826,"Grant, Kentucky",0.0
827,"Grant, Louisiana",0.0
828,"Grant, Minnesota",0.0
829,"Grant, Nebraska",0.0
830,"Grant, New Mexico",0.0
831,"Grant, North Dakota",0.0
832,"Grant, Oklahoma",0.0
833,"Grant, Oregon",0.0
834,"Grant, South Dakota",0.0
835,"Grant, Washington",0.0
836,"Grant, West Virginia",0.0
837,"Grant, Wisconsin",0.0
838,"Granville, North Carolina",0.0
839,"Gratiot, Michigan",0.0
840,"Graves, Kentucky",0.0
841,"Gray, Texas",0.0
842,"Grays harbor, Washington",0.0
843,"Grayson, Kentucky",0.0
844,"Grayson, Texas",0.0
845,"Grayson, Virginia",0.0
846,"Greeley, Nebraska",0.0
847,"Green lake, Wisconsin",0.0
848,"Green, Kentucky",0.0
849,"Green, Wisconsin",0.0
850,"Greenbrier, West Virginia",0.0
851,"Greene, Alabama",0.0
852,"Greene, Arkansas",0.0
853,"Greene, Illinois",0.0
854,"Greene, Indiana",0.0
855,"Greene, Missouri",0.0
856,"Greene, New York",0.0
857,"Greene, North Carolina",0.0
858,"Greene, Pennsylvania",0.0
859,"Greene, Virginia",0.0
860,"Greenlee, Arizona",0.0
861,"Greensville, Virginia",0.0
862,"Greenup, Kentucky",0.0
863,"Greenville, South Carolina",0.0
864,"Greenwood, Kansas",0.0
865,"Greenwood, South Carolina",0.0
866,"Gregg, Texas",0.0
867,"Gregory, South Dakota",0.0
868,"Grimes, Texas",0.0
869,"Grundy, Illinois",0.0
870,"Grundy, Missouri",0.0
871,"Guadalupe, New Mexico",0.0
872,"Guadalupe, Texas",0.0
873,"Guilford, North Carolina",0.0
874,"Guillford, North Carolina",0.0
875,"Gulf, Florida",0.0
876,"Hale, Alabama",0.0
877,"Hale, Texas",0.0
878,"Halifax, North Carolina",0.0
879,"Halifax, Virginia",0.0
880,"Hall, Nebraska",0.0
881,"Hall, Texas",0.0
882,"Hamilton, Florida",0.0
883,"Hamilton, Indiana",0.0
884,"Hamilton, Nebraska",0.0
885,"Hamilton, New York",0.0
886,"Hamilton, Tennessee",0.0
887,"Hamilton, Texas",0.0
888,"Hamlin, South Dakota",0.0
889,"Hampden, Massachusetts",0.0
890,"Hampshire, Massachusetts",0.0
891,"Hampshire, West Virginia",0.0
892,"Hampton, South Carolina",0.0
893,"Hancock, Illinois",0.0
894,"Hancock, Indiana",0.0
895,"Hancock, Kentucky",0.0
896,"Hancock, Maine",0.0
897,"Hancock, West Virginia",0.0
898,"Hanover, Virginia",0.0
899,"Hansford, Texas",0.0
900,"Hardee, Florida",0.0
901,"Hardeman, Texas",0.0
902,"Hardin, Illinois",0.0
903,"Hardin, Kentucky",0.0
904,"Hardin, Texas",0.0
905,"Harding, New Mexico",0.0
906,"Harding, South Dakota",0.0
907,"Hardy, West Virginia",0.0
908,"Harford county, Maryland",0.0
909,"Harford, Maryland",0.0
910,"Harlan, Kentucky",0.0
911,"Harlan, Nebraska",0.0
912,"Harnett, North Carolina",0.0
913,"Harney, Oregon",0.0
914,"Harris, Texas",0.0
915,"Harrison, Indiana",0.0
916,"Harrison, Kentucky",0.0
917,"Harrison, Missouri",0.0
918,"Harrison, Texas",0.0
919,"Harrison, West Virginia",0.0
920,"Harrisonburg, Virginia",0.0
921,"Hart, Kentucky",0.0
922,"Hartford, Connecticut",0.0
923,"Hartley, Texas",0.0
924,"Haskell, Texas",0.0
925,"Hawaii, Hawaii",0.0
926,"Hawkins, Tennessee",0.0
927,"Hayes, Nebraska",0.0
928,"Hays, Texas",0.0
929,"Haywood, North Carolina",0.0
930,"Hemphill, Texas",0.0
931,"Hempstead, Arkansas",0.0
932,"Henderson, Illinois",0.0
933,"Henderson, Kentucky",0.0
934,"Henderson, North Carolina",0.0
935,"Henderson, Texas",0.0
936,"Hendricks, Indiana",0.0
937,"Hendry, Florida",0.0
938,"Hennepin, Minnesota",0.0
939,"Henrico, Virginia",0.0
940,"Henry, Alabama",0.0
941,"Henry, Illinois",0.0
942,"Henry, Indiana",0.0
943,"Henry, Kentucky",0.0
944,"Henry, Missouri",0.0
945,"Henry, Virginia",0.0
946,"Herkimer, New York",0.0
947,"Hernando, Florida",0.0
948,"Hertford, North Carolina",0.0
949,"Hickman, Kentucky",0.0
950,"Hickory, Missouri",0.0
951,"Hidalgo, New Mexico",0.0
952,"Hidalgo, Texas",0.0
953,"Highlands, Florida",1.985294117647059e-05
954,"Hill, Montana",0.0
955,"Hill, Texas",0.0
956,"Hills, Florida",3.491271820448878e-05
957,"Hills, New Hampshire",0.0
958,"Hillsborough county, Florida",0.0
959,"Hillsborough county, New Hampshire",0.0
960,"Hillsborough, Florida",0.0
961,"Hillsborough, New Hampshire",0.0
962,"Hillsdale, Michigan",0.0
963,"Hitchcock, Nebraska",0.0
964,"Hockley, Texas",0.0
965,"Hoke, North Carolina",0.0
966,"Holmes, Florida",0.0
967,"Holt, Missouri",0.0
968,"Holt, Nebraska",0.0
969,"Honolulu, Hawaii",0.0
970,"Hood river, Oregon",0.0
971,"Hood, Texas",0.0
972,"Hooker, Nebraska",0.0
973,"Hopewell, Virginia",0.0
974,"Hopkins, Kentucky",0.0
975,"Hopkins, Texas",0.0
976,"Horry, South Carolina",0.0
977,"Hot spring, Arkansas",0.0
978,"Hot springs, Wyoming",0.0
979,"Houghton, Michigan",0.0
980,"Houston, Alabama",0.0
981,"Houston, Minnesota",0.0
982,"Houston, Texas",0.0
983,"Howard, Arkansas",0.0
984,"Howard, Indiana",0.0
985,"Howard, Maryland",0.0
986,"Howard, Missouri",0.0
987,"Howard, Nebraska",0.0
988,"Howard, Texas",0.0
989,"Howell, Missouri",0.0
990,"Hubbard, Minnesota",0.0
991,"Hudson, New Jersey",0.0
992,"Hudspeth, Texas",0.0
993,"Hughes, South Dakota",0.0
994,"Humboldt, Nevada",0.0
995,"Hunt, Texas",0.0
996,"Hunterdon, New Jersey",0.0
997,"Huntingdon, Pennsylvania",0.0
998,"Huntington, Indiana",0.0
999,"Huron, Michigan",0.0
1000,"Hutchinson, Texas",0.0
1001,"Hyde, North Carolina",0.0
1002,"Iberia parish, Louisiana",0.0
1003,"Iberia, Louisiana",0.0
1004,"Iberville, Louisiana",0.0
1005,"Idaho, Idaho",0.0
1006,"Imperial, California",0.0
1007,"Independence, Arkansas",0.0
1008,"Indian river, Florida",0.0
1009,"Indiana, Pennsylvania",0.0
1010,"Ingham, Michigan",0.0
1011,"Inyo, California",0.0
1012,"Ionia, Michigan",0.0
1013,"Iosco, Michigan",0.0
1014,"Iowa, Wisconsin",0.0
1015,"Iredell, North Carolina",0.0
1016,"Irion, Texas",0.0
1017,"Iron, Michigan",0.0
1018,"Iron, Missouri",0.0
1019,"Iron, Utah",0.0
1020,"Iron, Wisconsin",0.0
1021,"Iroquois, Illinois",0.0
1022,"Isabella, Michigan",0.0
1023,"Isanti, Minnesota",0.0
1024,"Island, Washington",0.0
1025,"Itasca, Minnesota",0.0
1026,"Izard, Arkansas",0.0
1027,"Jack, Texas",0.0
1028,"Jackson county, Florida",0.0
1029,"Jackson, Alabama",0.0
1030,"Jackson, Arkansas",0.0
1031,"Jackson, Florida",0.0
1032,"Jackson, Illinois",0.0
1033,"Jackson, Indiana",0.0
1034,"Jackson, Kansas",0.0
1035,"Jackson, Kentucky",0.0
1036,"Jackson, Louisiana",0.0
1037,"Jackson, Michigan",0.0
1038,"Jackson, Minnesota",0.0
1039,"Jackson, Missouri",0.0
1040,"Jackson, North Carolina",5.339805825242718e-05
1041,"Jackson, Oregon",0.0
1042,"Jackson, Texas",0.0
1043,"Jackson, West Virginia",0.0
1044,"Jackson, Wisconsin",0.0
1045,"James city, Virginia",0.0
1046,"Jasper county, Missouri",0.0
1047,"Jasper, Illinois",0.0
1048,"Jasper, Indiana",0.0
1049,"Jasper, Missouri",0.0
1050,"Jasper, South Carolina",0.0
1051,"Jasper, Texas",0.0
1052,"Jay, Indiana",0.0
1053,"Jeff davis, Texas",0.0
1054,"Jefferson county, Florida",0.0
1055,"Jefferson county, Pennsylvania",0.0
1056,"Jefferson davis, Louisiana",0.0
1057,"Jefferson, Alabama",0.0
1058,"Jefferson, Arkansas",0.0
1059,"Jefferson, Florida",0.0
1060,"Jefferson, Idaho",0.0
1061,"Jefferson, Indiana",0.0
1062,"Jefferson, Kansas",0.0
1063,"Jefferson, Kentucky",0.0
1064,"Jefferson, Louisiana",0.0
1065,"Jefferson, Missouri",0.0
1066,"Jefferson, Montana",0.0
1067,"Jefferson, Nebraska",0.0
1068,"Jefferson, New York",0.0
1069,"Jefferson, Oregon",0.0
1070,"Jefferson, Pennsylvania",0.0
1071,"Jefferson, Texas",0.0
1072,"Jefferson, Washington",0.0
1073,"Jefferson, West Virginia",0.0
1074,"Jefferson, Wisconsin",0.0
1075,"Jennings, Indiana",0.004
1076,"Jerauld, South Dakota",0.0
1077,"Jerome, Idaho",0.0
1078,"Jersey, Illinois",0.0
1079,"Jessamine, Kentucky",0.0
1080,"Jim hogg, Texas",0.0
1081,"Jim wells, Texas",0.0
1082,"Jo daviess, Illinois",0.0
1083,"Johnson, Arkansas",0.0
1084,"Johnson, Illinois",0.0
1085,"Johnson, Indiana",0.0
1086,"Johnson, Kansas",0.0
1087,"Johnson, Kentucky",0.0
1088,"Johnson, Missouri",0.0
1089,"Johnson, Nebraska",0.0
1090,"Johnson, Texas",0.0
1091,"Johnson, Wyoming",0.0
1092,"Johnston, North Carolina",0.0
1093,"Jones, North Carolina",0.0
1094,"Jones, Texas",0.0
1095,"Josephine, Oregon",0.0
1096,"Juab, Utah",0.0
1097,"Judith basin, Montana",0.0
1098,"Juneau city and, Alaska",0.0
1099,"Juneau, Wisconsin",0.0
1100,"Juniata, Pennsylvania",0.0
1101,"Kalamazoo, Michigan",0.0
1102,"Kalkaska, Michigan",0.0
1103,"Kanabec, Minnesota",0.0
1104,"Kanawha, West Virginia",0.0
1105,"Kandiyohi, Minnesota",0.0
1106,"Kane, Illinois",0.0
1107,"Kane, Utah",0.0
1108,"Kankakee, Illinois",0.0
1109,"Karnes, Texas",0.0
1110,"Kauai, Hawaii",0.0
1111,"Kaufman, Texas",0.0
1112,"Kearney, Nebraska",0.0
1113,"Keith, Nebraska",0.0
1114,"Kendall, Illinois",0.0
1115,"Kendall, Texas",0.0
1116,"Kenedy, Texas",0.0
1117,"Kennebec, Maine",0.0
1118,"Kenosha, Wisconsin",0.0
1119,"Kent, Maryland",0.0
1120,"Kent, Michigan",0.0
1121,"Kent, Rhode Island",0.0
1122,"Kent, Texas",0.0
1123,"Kenton, Kentucky",0.0
1124,"Kern, California",0.0
1125,"Kerr, Texas",0.0
1126,"Kershaw, South Carolina",0.0
1127,"Ketchikan gateway, Alaska",0.0
1128,"Kewaunee, Wisconsin",0.0
1129,"Keweenaw, Michigan",0.0
1130,"Keya paha, Nebraska",0.0
1131,"Kimball, Nebraska",0.0
1132,"Kimble, Texas",0.0
1133,"King george, Virginia",0.0
1134,"King william, Virginia",0.0
1135,"King, Texas",0.0
1136,"King, Washington",0.0
1137,"Kings, California",0.0
1138,"Kingsbury, South Dakota",0.0
1139,"Kinney, Texas",0.0
1140,"Kitsap, Washington",0.0
1141,"Kittitas, Washington",0.0
1142,"Kittson, Minnesota",0.0
1143,"Klamath, Oregon",0.0
1144,"Kleberg, Texas",0.0
1145,"Klickitat, Washington",0.0
1146,"Knott, Kentucky",0.0
1147,"Knox, Illinois",0.0
1148,"Knox, Indiana",0.0
1149,"Knox, Kentucky",0.0
1150,"Knox, Maine",0.0
1151,"Knox, Nebraska",0.0
1152,"Knox, Ohio",0.0
1153,"Knox, Tennessee",0.0
1154,"Knox, Texas",0.0
1155,"Koochiching county, Minnesota",0.0
1156,"Koochiching, Minnesota",0.0
1157,"Kootenai, Idaho",0.0
1158,"Kosciusko, Indiana",0.0
1159,"La crosse, Wisconsin",0.0
1160,"La grange, Indiana",0.0
1161,"La paz, Arizona",0.0
1162,"La plata, Colorado",0.0
1163,"La porte, Indiana",0.0
1164,"La salle, Illinois",0.0
1165,"La salle, Louisiana",0.0
1166,"La salle, Texas",0.0
1167,"Labette, Kansas",0.0
1168,"Lac qui parle, Minnesota",0.0
1169,"Lackawanna, Pennsylvania",0.0
1170,"Laclede, Missouri",0.0
1171,"Lafayette parish, Louisiana",0.0
1172,"Lafayette, Arkansas",0.0
1173,"Lafayette, Florida",0.0
1174,"Lafayette, Louisiana",0.0
1175,"Lafayette, Missouri",0.0
1176,"Lafayette, Wisconsin",0.0
1177,"Lafourche, Louisiana",0.0
1178,"Lagrange, Indiana",0.0
1179,"Lake, California",0.0
1180,"Lake, Florida",0.0
1181,"Lake, Illinois",8.952380952380952e-05
1182,"Lake, Indiana",0.0
1183,"Lake, Michigan",0.0
1184,"Lake, Minnesota",0.0
1185,"Lake, Montana",0.0
1186,"Lake, Oregon",0.0
1187,"Lake, South Dakota",0.0
1188,"Lamar, Alabama",0.0
1189,"Lamar, Texas",0.0
1190,"Lamb, Texas",0.0
1191,"Lamoille, Vermont",0.0
1192,"Lamoure, North Dakota",0.0
1193,"Lampasas, Texas",0.0
1194,"Lancaster county, Pennsylvania",0.0
1195,"Lancaster, Nebraska",0.0
1196,"Lancaster, Pennsylvania",0.00014035087719298245
1197,"Lancaster, South Carolina",0.0
1198,"Lancaster, Virginia",0.0
1199,"Lander, Nevada",0.0
1200,"Lane, Oregon",0.0
1201,"Langlade, Wisconsin",0.0
1202,"Lapeer, Michigan",0.0
1203,"Laporte, Indiana",0.0
1204,"Laramie, Wyoming",0.0
1205,"Larue, Kentucky",0.0
1206,"Lasalle, Illinois",0.0
1207,"Latah, Idaho",0.0
1208,"Lauderdale, Alabama",0.0
1209,"Laurel, Kentucky",0.0
1210,"Laurens, South Carolina",0.0
1211,"Lavaca, Texas",0.0
1212,"Lawrence county, Arkansas",0.0
1213,"Lawrence, Alabama",0.0
1214,"Lawrence, Arkansas",0.0
1215,"Lawrence, Illinois",0.0
1216,"Lawrence, Indiana",0.0
1217,"Lawrence, Kentucky",0.0
1218,"Lawrence, Missouri",0.0
1219,"Lawrence, Pennsylvania",0.0
1220,"Lawrence, South Dakota",0.0
1221,"Le sueur, Minnesota",0.0
1222,"Lea, New Mexico",0.0
1223,"Leavenworth, Kansas",0.0
1224,"Lebanon county, Pennsylvania",0.0
1225,"Lebanon, Pennsylvania",0.0
1226,"Lee county, South Carolina",0.0
1227,"Lee, Alabama",0.0
1228,"Lee, Arkansas",0.0
1229,"Lee, Florida",0.0
1230,"Lee, Illinois",0.0
1231,"Lee, Kentucky",0.0
1232,"Lee, North Carolina",0.0
1233,"Lee, South Carolina",0.0
1234,"Lee, Texas",0.0
1235,"Lee, Virginia",0.0
1236,"Leelanau, Michigan",0.0
1237,"Lehigh county, Pennsylvania",0.0
1238,"Lehigh, Pennsylvania",0.0
1239,"Lemhi, Idaho",0.0
1240,"Lenawee, Michigan",0.0
1241,"Lenoir, North Carolina",0.0
1242,"Leon, Florida",0.0
1243,"Leon, Texas",0.0
1244,"Leslie, Kentucky",0.0
1245,"Letcher, Kentucky",0.0
1246,"Levy county, Florida",0.0
1247,"Levy, Florida",0.0
1248,"Lewis and clark, Montana",0.0
1249,"Lewis county, Washington",0.0
1250,"Lewis, Idaho",0.0
1251,"Lewis, Kentucky",0.0
1252,"Lewis, Missouri",0.0
1253,"Lewis, New York",0.0
1254,"Lewis, Washington",0.0
1255,"Lewis, West Virginia",0.0
1256,"Lexington county, South Carolina",0.0
1257,"Lexington, South Carolina",0.0
1258,"Liberty, Florida",0.0
1259,"Liberty, Montana",0.0
1260,"Liberty, Texas",0.0
1261,"Licking, Ohio",0.0
1262,"Limestone, Alabama",0.0
1263,"Limestone, Texas",0.0
1264,"Lincoln parish, Louisiana",0.0
1265,"Lincoln, Arkansas",0.0
1266,"Lincoln, Idaho",0.0
1267,"Lincoln, Kentucky",0.0
1268,"Lincoln, Louisiana",0.0
1269,"Lincoln, Maine",0.0
1270,"Lincoln, Minnesota",0.0
1271,"Lincoln, Missouri",0.0
1272,"Lincoln, Montana",0.0
1273,"Lincoln, Nebraska",0.0
1274,"Lincoln, Nevada",0.0
1275,"Lincoln, New Mexico",0.0
1276,"Lincoln, North Carolina",0.0
1277,"Lincoln, Oregon",0.0
1278,"Lincoln, Washington",0.0
1279,"Lincoln, West Virginia",0.0
1280,"Lincoln, Wisconsin",0.0
1281,"Lincoln, Wyoming",0.0
1282,"Linn county, Oregon",0.0
1283,"Linn, Kansas",0.0
1284,"Linn, Missouri",0.0
1285,"Linn, Oregon",0.0
1286,"Lipscomb, Texas",0.0
1287,"Litchfield, Connecticut",0.0
1288,"Little river, Arkansas",0.0
1289,"Live oak, Texas",0.0
1290,"Livingston county, New York",0.0
1291,"Livingston parish, Louisiana",0.0
1292,"Livingston, Illinois",0.0
1293,"Livingston, Kentucky",0.0
1294,"Livingston, Louisiana",0.0
1295,"Livingston, Michigan",0.0
1296,"Livingston, Missouri",0.0
1297,"Livingston, New York",0.0
1298,"Llano, Texas",0.0
1299,"Logan, Arkansas",0.0
1300,"Logan, Illinois",0.0
1301,"Logan, Nebraska",0.0
1302,"Logan, West Virginia",0.0
1303,"Lonoke, Arkansas",0.0
1304,"Los alamos, New Mexico",0.0
1305,"Los angeles, California",0.0
1306,"Loudoun, Virginia",0.0
1307,"Louisa, Virginia",0.0
1308,"Loup, Nebraska",0.0
1309,"Loving, Texas",0.0
1310,"Lowndes, Alabama",0.0
1311,"Lubbock, Texas",0.0
1312,"Lucas, Ohio",0.0
1313,"Luce, Michigan",0.0
1314,"Luna, New Mexico",0.0
1315,"Lunenburg, Virginia",0.0
1316,"Luzerne county, Pennsylvania",0.0
1317,"Luzerne, Pennsylvania",0.0
1318,"Lycoming county, Pennsylvania",0.0
1319,"Lycoming, Pennsylvania",0.0
1320,"Lyman, South Dakota",0.0
1321,"Lynchburg, Virginia",0.0
1322,"Lynn, Texas",0.0
1323,"Lyon, Kansas",0.0
1324,"Lyon, Kentucky",0.0
1325,"Lyon, Minnesota",0.0
1326,"Lyon, Nevada",0.0
1327,"Mackinac, Michigan",0.0
1328,"Macomb, Michigan",0.0
1329,"Macon, Alabama",0.0
1330,"Macon, Illinois",0.0
1331,"Macon, Missouri",0.0
1332,"Macon, North Carolina",0.0
1333,"Macoupin, Illinois",0.0
1334,"Madera county, California",0.0
1335,"Madera, California",0.0
1336,"Madison, Alabama",0.0
1337,"Madison, Florida",0.0
1338,"Madison, Idaho",0.0
1339,"Madison, Illinois",0.0
1340,"Madison, Indiana",0.0
1341,"Madison, Kentucky",0.0
1342,"Madison, Louisiana",0.0
1343,"Madison, Missouri",0.0
1344,"Madison, Montana",0.0
1345,"Madison, Nebraska",0.0
1346,"Madison, New York",0.0
1347,"Madison, North Carolina",0.0
1348,"Madison, Texas",0.0
1349,"Madison, Virginia",0.0
1350,"Magoffin, Kentucky",0.0
1351,"Mahnomen, Minnesota",0.0
1352,"Malheur, Oregon",0.0
1353,"Manassas, Virginia",0.0
1354,"Manatee county, Florida",0.0
1355,"Manatee, Florida",0.0
1356,"Manistee, Michigan",0.0
1357,"Manitowoc, Wisconsin",0.0
1358,"Marathon, Wisconsin",0.0
1359,"Marengo, Alabama",0.0
1360,"Maricopa, Arizona",0.0009903047091412744
1361,"Maries county, Missouri",0.0
1362,"Maries, Missouri",0.0
1363,"Marin, California",0.0005102040816326531
1364,"Marinette, Wisconsin",0.0
1365,"Marion county, Missouri",0.0
1366,"Marion, Alabama",0.0
1367,"Marion, Arkansas",0.0
1368,"Marion, Florida",0.0
1369,"Marion, Illinois",0.0
1370,"Marion, Indiana",0.0
1371,"Marion, Kansas",0.0
1372,"Marion, Kentucky",0.0
1373,"Marion, Missouri",0.0
1374,"Marion, Ohio",0.0
1375,"Marion, Oregon",0.0
1376,"Marion, South Carolina",0.0
1377,"Marion, Texas",0.0
1378,"Marion, West Virginia",0.0
1379,"Mariposa, California",9.523809523809524e-05
1380,"Marlboro, South Carolina",0.0
1381,"Marquette, Michigan",0.0
1382,"Marquette, Wisconsin",0.0
1383,"Marshall, Alabama",0.0
1384,"Marshall, Illinois",0.0
1385,"Marshall, Indiana",0.0
1386,"Marshall, Kentucky",0.0
1387,"Marshall, Minnesota",0.0
1388,"Marshall, West Virginia",0.0
1389,"Martin county, Florida",0.0
1390,"Martin, Florida",0.0
1391,"Martin, Indiana",0.0
1392,"Martin, Kentucky",0.0
1393,"Martin, Minnesota",0.0
1394,"Martin, North Carolina",0.0
1395,"Martin, Texas",0.0
1396,"Martinsville, Virginia",0.0
1397,"Mason, Illinois",0.0
1398,"Mason, Kentucky",0.0
1399,"Mason, Michigan",0.0
1400,"Mason, Texas",0.0
1401,"Mason, Washington",0.0
1402,"Mason, West Virginia",0.0
1403,"Massac, Illinois",0.0
1404,"Matagorda, Texas",0.0
1405,"Maui, Hawaii",0.0
1406,"Maverick, Texas",0.0
1407,"Mccone, Montana",0.0
1408,"Mccook, South Dakota",0.0
1409,"Mccormick, South Carolina",0.0
1410,"Mccracken, Kentucky",0.0
1411,"Mccreary, Kentucky",0.0
1412,"Mcculloch, Texas",0.0
1413,"Mcdonald, Missouri",0.0
1414,"Mcdonough, Illinois",0.0
1415,"Mcdowell, North Carolina",0.0
1416,"Mcdowell, West Virginia",0.0
1417,"Mchenry, Illinois",0.0
1418,"Mckean county, Pennsylvania",0.0
1419,"Mckean, Pennsylvania",0.0
1420,"Mckenzie, North Dakota",0.0
1421,"Mckinley, New Mexico",0.0
1422,"Mclean, Illinois",0.0
1423,"Mclean, Kentucky",0.0
1424,"Mclennan, Texas",0.0
1425,"Mcleod, Minnesota",0.0
1426,"Mcmullen, Texas",0.0
1427,"Mcpherson, Nebraska",0.0
1428,"Meade, Kentucky",0.0
1429,"Meade, South Dakota",0.0
1430,"Meagher, Montana",0.0
1431,"Mecklenburg, North Carolina",0.0
1432,"Mecklenburg, Virginia",0.0
1433,"Mecosta, Michigan",0.0
1434,"Medina, Ohio",0.0
1435,"Medina, Texas",0.0
1436,"Meeker, Minnesota",0.0
1437,"Menard, Illinois",0.0
1438,"Menard, Texas",0.0
1439,"Mendocino, California",0.0
1440,"Menifee, Kentucky",0.0
1441,"Menominee, Michigan",0.0
1442,"Merced, California",0.0
1443,"Mercer county, Pennsylvania",0.0
1444,"Mercer, Illinois",0.0
1445,"Mercer, Kentucky",0.0
1446,"Mercer, Missouri",0.0
1447,"Mercer, New Jersey",0.0
1448,"Mercer, Pennsylvania",0.0
1449,"Mercer, West Virginia",0.0
1450,"Merrick, Nebraska",0.0
1451,"Merrimack, New Hampshire",0.0
1452,"Miami, Indiana",0.0
1453,"Miami, Kansas",0.0
1454,"Miami, Ohio",0.0
1455,"Miami-dade, Florida",0.0
1456,"Middlesex, Connecticut",0.0
1457,"Middlesex, Massachusetts",0.0
1458,"Middlesex, New Jersey",0.0
1459,"Midland, Michigan",0.0
1460,"Midland, Texas",0.0
1461,"Mifflin, Pennsylvania",0.0
1462,"Milam, Texas",0.0
1463,"Millard, Utah",0.0
1464,"Mille lacs county, Minnesota",0.0
1465,"Mille lacs, Minnesota",0.0
1466,"Miller, Arkansas",0.0007142857142857143
1467,"Miller, Missouri",0.0
1468,"Mills, Texas",0.0
1469,"Milwaukee, Wisconsin",0.0
1470,"Miner, South Dakota",0.0
1471,"Mineral, Montana",0.0
1472,"Mineral, Nevada",0.0
1473,"Mineral, West Virginia",0.0
1474,"Mingo, West Virginia",0.0
1475,"Minidoka, Idaho",0.0
1476,"Minnehaha, South Dakota",0.0
1477,"Missaukee, Michigan",0.0
1478,"Mississippi, Arkansas",0.0
1479,"Mississippi, Missouri",0.0
1480,"Missoula, Montana",0.0
1481,"Mitchell, Kansas",0.0
1482,"Mitchell, North Carolina",0.0
1483,"Mitchell, Texas",0.0
1484,"Mobile, Alabama",0.0
1485,"Modoc, California",0.0
1486,"Mohave, Arizona",0.0
1487,"Moniteau, Missouri",0.0
1488,"Monmouth, New Jersey",0.0
1489,"Mono, California",0.0
1490,"Monongalia, West Virginia",0.0
1491,"Monroe county, Pennsylvania",0.0
1492,"Monroe, Alabama",0.0
1493,"Monroe, Arkansas",0.0
1494,"Monroe, Florida",0.0
1495,"Monroe, Illinois",0.0
1496,"Monroe, Indiana",0.0
1497,"Monroe, Kentucky",0.0
1498,"Monroe, Michigan",0.0
1499,"Monroe, Missouri",0.0
1500,"Monroe, New York",0.0
1501,"Monroe, Pennsylvania",0.0
1502,"Monroe, West Virginia",0.0
1503,"Monroe, Wisconsin",0.0
1504,"Montague, Texas",0.0
1505,"Montcalm, Michigan",0.0
1506,"Monterey, California",0.0
1507,"Montgomery county, Pennsylvania",0.0
1508,"Montgomery, Alabama",0.0
1509,"Montgomery, Arkansas",0.0
1510,"Montgomery, Illinois",0.0
1511,"Montgomery, Indiana",0.0
1512,"Montgomery, Kansas",0.0
1513,"Montgomery, Kentucky",0.0
1514,"Montgomery, Maryland",0.0
1515,"Montgomery, Missouri",0.0
1516,"Montgomery, New York",0.0
1517,"Montgomery, North Carolina",0.0
1518,"Montgomery, Pennsylvania",0.0
1519,"Montgomery, Texas",0.0
1520,"Montgomery, Virginia",0.0
1521,"Montmorency, Michigan",0.0
1522,"Montour, Pennsylvania",0.0
1523,"Moody, South Dakota",0.0
1524,"Moore county, Texas",0.0
1525,"Moore, North Carolina",0.0
1526,"Moore, Texas",0.0
1527,"Mora, New Mexico",0.0
1528,"Morehouse, Louisiana",0.0
1529,"Morgan, Alabama",0.0
1530,"Morgan, Illinois",0.0
1531,"Morgan, Indiana",0.0
1532,"Morgan, Kentucky",0.0
1533,"Morgan, Missouri",0.0
1534,"Morgan, Utah",0.0
1535,"Morgan, West Virginia",0.0
1536,"Morrill, Nebraska",0.0
1537,"Morris, Kansas",0.0
1538,"Morris, New Jersey",0.0
1539,"Morris, Texas",0.0
1540,"Morrison, Minnesota",0.0
1541,"Morrow, Oregon",0.0
1542,"Motley, Texas",0.0
1543,"Moultrie, Illinois",0.0
1544,"Mountrail, North Dakota",0.0
1545,"Mower, Minnesota",0.0
1546,"Muhlenberg, Kentucky",0.0
1547,"Multnomah county, Oregon",0.0
1548,"Multnomah, Oregon",0.0
1549,"Murray, Minnesota",0.0
1550,"Muskegon, Michigan",0.0
1551,"Musselshell, Montana",0.0
1552,"Nacogdoches, Texas",0.0
1553,"Nance, Nebraska",0.0
1554,"Nantucket, Massachusetts",0.0
1555,"Napa, California",0.0
1556,"Nash, North Carolina",0.0
1557,"Nassau, Florida",0.0
1558,"Nassau, New York",0.0
1559,"Natchitoches, Louisiana",0.0
1560,"Natrona, Wyoming",0.0
1561,"Navajo, Arizona",0.0
1562,"Navarro, Texas",0.0
1563,"Nelson, Kentucky",0.01
1564,"Nelson, Virginia",0.0
1565,"Nemaha, Nebraska",0.0
1566,"Neosho, Kansas",0.0
1567,"Nevada county, Arkansas",0.0
1568,"Nevada, Arkansas",0.0
1569,"Nevada, California",0.0
1570,"New hanover, North Carolina",0.0
